,bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber
1944,bottlenecks/Clean clothes/Shoes/shoes477.jpg.txt,0.002127216,0.0415945463,0.0544840693,0.8050060272,0.0176785756,0.0033776357,0.0049723745,0.0003059695,0.0007452202,0.0152120963,0.0080383532,0.0161448158,0.0123530449,0.0009105681,0.0158015899,0.0012479507,0.0112501923,0.0762665048,0.3500906527,0.1306238919,0.0165759325,0.0214725975,0.0122411009,0.0004417369,0.0001664649,8.01991482148878E-05,3.69680856238119E-05,0.0009345632,9.04414409887977E-05,0.005920439,0.0003393634,1.41960617838777E-05,0.3734547496,6.91100524363719E-07,0.992210269,0.0010920033,2.95083355013048E-05,1.96276869246503E-06,0.0030369447,0.003628653,0.0108607458,0.0166604761,0.0223814212,0.9924633503,0.9095843434,0.003582147,0.0868126377,2.09361041925149E-05
1945,bottlenecks/Clean clothes/Shoes/shoes2046.jpg.txt,0.0062871813,0.0208856761,0.7153431773,0.037663728,0.0551642589,0.0190141816,0.1108809635,0.0009024662,0.0045433198,0.0110705057,0.0011376457,0.006072043,0.0068414016,0.0009346339,0.0029912151,0.0002674852,0.2129687667,0.0450887606,0.0435651913,0.4261467159,0.0139202392,0.0015838548,0.0128560131,3.11576404783409E-05,0.0042448896,0.0005038852,0.0004434962,0.0053951833,0.0006506552,0.0002632912,0.0024478012,0.0111377491,0.2187523395,0.0410764255,0.0007964841,0.4265457094,0.0117020411,0.0018183308,0.0783015266,0.4397594631,0.0257014874,0.0250382237,0.2658400238,0.005852798,0.1565113217,0.2987288833,0.5420269966,0.0027328304
1946,bottlenecks/Clean clothes/Shoes/shoes23.jpg.txt,0.94533813,0.0006901577,0.0059296298,0.0010807806,0.0197262596,0.0111504421,0.0071022236,0.0007641608,0.000707801,3.00861720461398E-05,0.0002316221,0.0055391747,0.00058195,0.0005368084,0.0002449842,0.0003457964,0.1138559282,0.0008948931,0.2996543944,0.4230658114,0.0026524568,0.0032145146,0.0187713541,1.96331311599351E-05,0.0063024471,0.000009939,8.1123216659762E-05,0.0023433657,1.23883137348457E-06,1.20572394735063E-06,1.65382311934081E-06,0.0008311931,0.128298834,0.0007762612,3.73225202565663E-06,0.104460597,0.0088348817,0.8832598925,0.0006263939,0.0020382099,0.1773056686,0.0002303942,0.4922441244,0.0020851553,0.6616905332,0.1183814183,0.1264092326,0.093518883
1947,bottlenecks/Clean clothes/Shoes/shoes621.jpg.txt,0.0017069754,0.0221195202,0.0811232775,0.7353935838,0.0058729011,0.0032459153,0.0048290873,0.0005237507,0.0006443716,0.0020621996,0.00129771,0.0651982576,0.0656012893,0.0010826235,0.008505214,0.0007933521,0.0169952698,0.0158644579,0.1408752203,0.0276780799,0.0028273079,0.0025728843,0.0023222757,0.0001077691,0.0002125895,1.66347927006427E-05,3.72287831851281E-05,0.0009787141,0.0001873212,0.0008109339,0.0011259861,2.45516876020702E-05,0.7873626947,0.0001393376,0.9018662572,0.010115711,0.0004154364,3.11801450152416E-05,0.0130123487,0.0744197518,0.0183974523,0.0240794905,0.0261553526,0.9465304613,0.6692347527,0.0083519146,0.3223049939,0.0001083707
1948,bottlenecks/Clean clothes/Shoes/shoes236.jpg.txt,0.0003142268,0.0087569831,0.0130333919,0.9487448931,0.0019108424,0.0016543933,0.0031752645,0.0002526302,0.0001345843,0.0026025993,0.0004003109,0.0082103461,0.005908343,0.0002975698,0.0041504549,0.0004531948,0.0210774671,0.0236760247,0.261936605,0.1538585871,0.0129842581,0.0010809206,0.0060502673,0.0005852586,0.0006600786,0.0002392313,0.0002188019,0.0004294218,0.0013256912,0.0025747009,0.0016721846,0.0001039284,0.511526525,0.0111582559,0.0587397404,0.0265201852,0.0008337915,0.000176103,0.6326537728,0.2699181437,0.0057038572,0.0226349793,0.0325709507,0.1126624271,0.8823773861,0.0106735798,0.1067623273,0.000186712
1949,bottlenecks/Clean clothes/Shoes/shoes1724.jpg.txt,0.944783628,0.0096996697,0.0074962955,0.0045309449,0.0156115359,0.004331396,0.0044766334,0.0001153729,0.0001007353,0.0010366561,9.4200877356343E-05,0.0021300754,0.0004525033,0.0001920064,0.0011000681,0.003848274,0.1360204667,0.0193946306,0.0529118516,0.0507969782,0.0107048145,0.0208260007,0.0228868648,0.00123291,0.0072395247,6.73731410643086E-05,0.0005744053,0.0049126265,3.50539858118282E-06,2.75722013611812E-05,1.02361320841737E-06,0.0001512368,0.6722482443,1.4709302377014E-05,5.08292650920339E-05,0.9972200394,0.0022046319,2.46302042796742E-05,8.51298173074611E-05,0.0004000984,0.0352160297,0.0180926044,0.7240164876,0.0858823583,0.2621916533,0.5789878964,0.1574938595,0.001326584
1950,bottlenecks/Clean clothes/Shoes/shoes2099.jpg.txt,0.0005125483,0.0042090104,0.9188705087,0.0370516665,0.0175160747,0.0005874865,0.0033779137,0.0009217651,0.0004605884,0.0001241708,4.55416411568876E-05,0.0021690398,0.012913282,0.0001904312,0.0007483373,0.0003016054,0.032967709,0.0018921997,0.1235955954,0.0580336004,0.0026248463,0.0020610704,0.0091448948,0.0003221272,0.0005702511,6.62615348119289E-05,8.78054634085856E-05,0.0016330507,0.0045167678,0.0001772944,0.0016031686,0.0004043933,0.7602989674,0.0008716307,0.0018203171,0.0019497608,0.0003059624,2.47388325078646E-05,0.9862907529,0.008736901,0.0172950607,0.0010415964,0.010003739,0.1086591259,0.981146574,0.0049966173,0.0138044218,5.23612543474883E-05
1951,bottlenecks/Clean clothes/Shoes/shoes771.jpg.txt,0.0018399054,0.002892032,0.8929976225,0.0262804534,0.0235200822,0.0007457955,0.0020952527,9.22717736102641E-05,8.71271186042577E-05,0.0082982937,0.0039996458,0.0069955182,0.0275667738,0.0003669331,0.001563095,0.0006591993,0.007432308,0.0011221272,0.0365151986,0.0254604723,0.0044830968,0.0034918059,0.0029334489,3.71379028365482E-05,0.0001541567,1.48911540236441E-05,0.000050856,0.0124990027,0.0077819782,0.0007375762,6.04363822276355E-06,5.86745409236755E-05,0.8972212076,1.26155564430519E-05,0.9943594337,0.0001483023,4.99433845106978E-05,2.95157724394812E-06,0.0036627932,0.0017641257,0.0173507463,0.0034623391,0.0047506574,0.9877334833,0.3950544894,0.0054629412,0.5993834138,9.91635461105034E-05
1952,bottlenecks/Clean clothes/Shoes/shoes2034.jpg.txt,0.0008065874,0.0312367715,0.0225346256,0.9080385566,0.0083077541,0.0051744152,0.0021516874,0.0001732335,0.0004629859,0.0035370842,0.0007213597,0.0045341952,0.0089674173,0.0011129276,0.0019129456,0.0003274285,0.0289537087,0.0377999134,0.4182844162,0.0794852749,0.0138929468,0.0030762632,0.006855086,0.0008531634,0.0003831963,0.0004868543,0.0003842567,0.0008401859,0.0010060945,0.0006936755,0.0017643825,0.0006814416,0.404559195,0.0056374334,0.0008027567,0.0282961857,0.0003151848,0.0007401639,0.9122902155,0.0519180298,0.006402805,0.0297270399,0.0506800115,0.0047608432,0.9386897087,0.0091871573,0.0517293103,0.0003938809
1953,bottlenecks/Clean clothes/Shoes/shoes234.jpg.txt,0.0083934972,0.008947826,0.6715127826,0.190201655,0.0575768836,0.0152283814,0.0233739465,0.0006054171,0.0019684522,0.0043401918,0.0009168652,0.0008472569,0.0116484221,0.0006057273,0.0036917832,0.0001409173,0.1785161942,0.0311407037,0.0975951701,0.0983203873,0.0024964248,0.0112952655,0.0071574985,0.0001322092,0.0010423561,0.0002776857,0.0001213716,0.0003968555,0.0024193849,9.07712819753215E-05,0.0001505057,0.0003510778,0.5684961677,0.0035739241,0.0222288761,0.1012340486,0.0122370431,0.0007851708,0.7585707307,0.1013701558,0.009307744,0.0149913877,0.0712451711,0.1312780082,0.8236647844,0.032034561,0.1434397548,0.0008609262
1954,bottlenecks/Clean clothes/Shoes/shoes1050.jpg.txt,0.7624644637,0.1020950526,0.0100999568,0.0052795126,0.1013936773,0.0036942386,0.0053927475,0.0006455231,0.0006856344,0.0021838557,0.0034148609,0.0008274346,0.0001569468,0.0003044105,0.0012995468,6.21562649030238E-05,0.025976602,0.0020874536,0.0011994883,0.0121646542,0.0031622523,0.0008408986,0.0051065427,7.87132157711312E-05,0.0015329237,3.16703262797091E-05,3.64965708286036E-05,0.0041547385,1.24650932775694E-06,3.84834129363298E-05,1.03788797787274E-05,1.9837731088046E-05,0.9435575604,7.44954058973235E-06,0.0065458664,0.9811050296,0.0016389296,1.81605973921251E-05,0.0003231663,0.0103613483,0.0723714083,0.0081072664,0.2808196247,0.8257949352,0.5705222487,0.3167691529,0.1117611676,0.0009474984
1955,bottlenecks/Clean clothes/Shoes/shoes175.jpg.txt,0.0003515957,0.0001167171,0.9767419696,0.010373855,0.0069986572,0.0004732846,0.0031412337,0.0002341835,8.50703436299227E-05,0.0002276038,7.25380550647969E-06,0.0002698273,0.0007562966,5.13771556143183E-05,0.0001453925,0.000025582,0.0241616517,0.0007598463,0.0296289399,0.0339600928,0.0025334237,0.0006881357,0.0112618627,0.0001263349,0.0004072668,0.0001009759,0.0001507594,0.0005714802,0.0002803501,6.28367197350599E-05,0.0002440337,0.0001919489,0.8948701024,0.0038371861,6.5759515564423E-05,0.0070647155,0.0005390872,4.72832944069523E-05,0.9812223315,0.0072236005,0.0138031133,0.0013498467,0.0375626907,0.0044132443,0.9665051103,0.0096817939,0.0236657951,0.0001473528
1956,bottlenecks/Clean clothes/Shoes/shoes706.jpg.txt,0.0004082947,0.0023040881,0.4840582907,0.2593241334,0.1884766817,0.0038841371,0.0098357666,0.0003441138,0.0002031626,0.0134901088,0.0007532254,0.0089857839,0.0178486407,0.0003063358,0.0089515336,0.0008257412,0.0127899628,0.0089927148,0.1469130516,0.1359673589,0.0077689802,0.028512245,0.0257389955,0.0002347276,0.0002449426,1.76196226675529E-05,4.30102554673795E-05,0.00208854,0.0005230565,0.0058668084,0.0015846041,0.0001167885,0.6225966215,7.63905609346693E-06,0.9744564295,0.0007303813,5.3337626013672E-05,1.67946757301252E-06,0.0021870043,0.0225636158,0.0077930335,0.0037362559,0.0131954802,0.9905900955,0.25718835,0.0053920485,0.7373888493,0.000030749
1957,bottlenecks/Clean clothes/Shoes/shoes2054.jpg.txt,0.0001356971,0.0050323112,0.0010254773,0.9777384996,0.0003347858,0.0006187723,0.00098665,4.20132018916775E-05,0.0001085105,5.87775648455136E-05,0.0002850698,0.0072301161,0.0044083595,0.0001188906,0.0017971121,7.90055782999843E-05,0.0137998387,0.0117240166,0.5888336897,0.0623896271,0.0027111776,0.0041967342,0.0059583429,0.0008925024,0.0002054464,0.000042297,5.99722152401228E-05,0.0004475605,0.0001322639,0.0003099819,0.0004530513,3.85235180146992E-05,0.3078050613,0.0010397624,0.0058240653,0.0065548019,5.08672092109919E-05,0.0004334887,0.9691365957,0.0169604048,0.0037447445,0.023601234,0.0186036807,0.0367405377,0.9843927622,0.0013282814,0.0141791888,9.98794712359086E-05
1958,bottlenecks/Clean clothes/Shoes/shoes1723.jpg.txt,0.0042179804,0.0029094131,0.1333284527,0.0011093997,0.7958863378,0.0241949745,0.0285728145,0.0014455651,0.0058616791,0.0013568198,0.0002941473,0.0002384701,0.0001106753,0.0002327572,0.0001998547,0.000040612,0.3082982302,0.0009083307,0.0026649302,0.0111068739,0.0055622142,0.0010093214,0.0023611437,0.000031001,0.0016973284,0.0001470932,3.6561945307767E-05,0.0034737375,2.08110009225493E-07,2.05416308745043E-05,0.0001659308,2.99962357530603E-05,0.6624865532,1.1481276487757E-05,7.27209453543765E-07,0.998257339,0.0009495927,0.0001132907,0.0002699701,0.0003975605,0.092201516,0.007888346,0.2629726827,0.1015308425,0.5757886171,0.2006213516,0.2194134593,0.0041765529
1959,bottlenecks/Clean clothes/Shoes/shoes1318.jpg.txt,0.1422523856,0.7147780061,0.0079829181,0.0447545201,0.0117122279,0.0097995913,0.0033974412,0.0013019184,0.0028169029,0.0243360605,0.0012946604,0.0064886771,0.0188575629,0.0018460366,0.0053918418,0.0029891925,0.0763869733,0.0420164727,0.0386834927,0.2046187371,0.034475591,0.0033989896,0.0047048321,0.0014557387,0.0034053698,6.3270766986534E-05,0.0010585281,0.0081347739,2.62373996520182E-05,0.0010996201,0.002859534,7.25283971405588E-05,0.5775392652,4.62922362203244E-05,0.0094603645,0.8819182515,0.0972329527,0.0001522842,0.0017068514,0.0094830645,0.0135873202,0.1754018515,0.4776217341,0.6658443809,0.4868785143,0.092418991,0.4189412892,0.0017612175
1960,bottlenecks/Clean clothes/Shoes/shoes351.jpg.txt,0.0040553496,0.0014265657,0.2514192462,0.012789119,0.0763279572,0.028009953,0.597074151,0.0003065557,0.0021450517,0.0127229625,0.001002066,0.0053478214,0.0025502846,0.0030028669,0.001684475,0.0001355723,0.3684580922,0.0176779889,0.03643227,0.1343852431,0.0119516542,0.0029589911,0.0054221973,4.24585705331992E-05,0.0100636585,0.0001919669,0.000287341,0.0033241112,0.0002515197,0.0009521913,3.86793944926467E-05,0.0025828748,0.4049787819,0.1338635236,0.0055433214,0.3707657754,0.1611298472,0.0606885552,0.0253048632,0.242704168,0.021144649,0.021056328,0.5316254497,0.0122152884,0.0913988203,0.3247150779,0.5456572771,0.0382288173
1961,bottlenecks/Clean clothes/Shoes/shoes1539.jpg.txt,0.0107288677,0.0208914503,0.6432301402,0.0113978134,0.0448157489,0.0370955095,0.1660829335,0.0004792566,0.0093955453,0.0143734682,0.0005914199,0.0134080602,0.0202011317,0.0015281508,0.0042401575,0.0015403396,0.6202523708,0.033933837,0.0478487425,0.0252023265,0.025120832,0.003675974,0.144875437,0.0048642163,0.0031149427,0.0002500425,0.0106610814,0.0065738824,0.0002648605,0.0018108545,0.0552728586,0.0075953566,0.008682359,0.0002779377,0.0001950459,0.9156728387,0.0806719139,0.0001923753,0.0004373662,0.002552558,0.0072398372,0.0622208714,0.8937802911,0.0084415823,0.1917575747,0.1021513864,0.6960678101,0.0100232502
1962,bottlenecks/Clean clothes/Shoes/shoes837.jpg.txt,0.0001737105,0.0053962828,0.0586794652,0.8946664929,0.0100655118,0.0002178162,0.0009411203,0.000045456,6.31287184660323E-05,0.0061704493,0.001066101,0.0029514097,0.0141341304,0.0001281883,0.0048045591,0.0004961709,0.0035946062,0.0039009857,0.3742293715,0.0625293851,0.0021983052,0.0052353689,0.0072372393,0.0001441732,0.0001221024,3.15664619847667E-05,1.68846308952197E-05,0.0006300265,0.0001533191,0.0043433351,0.0002698584,1.80848419404356E-05,0.5353453755,0.000002542,0.9968419075,0.0001260658,1.25275146274362E-05,4.78884601307072E-07,0.0010035441,0.0020129674,0.0049734176,0.006626856,0.0094292546,0.9953627586,0.4251497686,0.0060542664,0.5687722564,2.36409050557995E-05
1963,bottlenecks/Clean clothes/Shoes/shoes2158.jpg.txt,0.0003233105,0.0002954063,0.9764161706,0.0071633826,0.0125466771,8.62598390085623E-05,0.0009263442,5.5407148465747E-05,2.57435785897542E-05,0.0012861029,8.33968733786605E-05,0.0001336644,0.0002102211,5.03218288940843E-05,0.0003739449,2.37326112255687E-05,0.0433609784,0.0033802749,0.0316432938,0.0343699716,0.0011874688,0.000960799,0.0018057746,0.000020135,0.0007749678,8.53579476824962E-05,0.0001145223,0.0002683512,0.0002861843,0.0004449468,2.61376203525288E-06,1.60300569405081E-05,0.881278336,0.000728197,0.3072122633,0.1149902865,0.0157880653,0.000222566,0.3734035492,0.1876550913,0.0064528394,0.0057205884,0.0133924577,0.4402545393,0.7623407245,0.0156215671,0.2217962593,0.0002414774
1964,bottlenecks/Clean clothes/Shoes/shoes1177.jpg.txt,0.0005604451,0.0013904637,0.9638445377,0.0093627935,0.012564891,0.0028865051,0.0034792952,0.0003675404,0.0008477896,0.0024220429,0.0001002546,0.0004119034,0.0013010113,0.0002429213,0.0001303088,8.72667951625772E-05,0.0640032217,0.0049564354,0.0342732929,0.0460937694,0.0026943805,0.0004744792,0.0022377623,6.66792984702624E-05,0.0010281458,0.0008454998,0.0004377678,0.0002808378,0.0036209738,0.0003828729,0.001017496,0.001669455,0.8359169364,0.0442473888,0.0021746007,0.2423572838,0.0175861921,0.0015537569,0.576824069,0.1152567118,0.0116926739,0.0063576065,0.1129170582,0.0040023746,0.9185828567,0.0112564182,0.0690391958,0.0011215137
1965,bottlenecks/Clean clothes/Shoes/shoes1444.jpg.txt,0.0030547199,0.0018891386,0.8037653565,0.0022771719,0.1140155122,0.0234344453,0.0293232072,0.0053232014,0.003812389,0.0014528522,4.00794669985771E-05,0.0050987168,0.0026005227,0.0014826732,0.0008306144,0.0015993693,0.840170145,0.0012033612,0.0324422047,0.008909503,0.0257846341,0.0049136365,0.0053701261,6.95503113092855E-05,0.0019005679,0.0008667899,0.0013876159,0.0086734025,6.01162100792863E-05,0.0008167555,3.02289336104877E-05,0.0077183377,0.0596831478,2.13500552490586E-05,1.80423776328098E-05,0.0778862014,0.921605587,5.26161638845224E-05,0.0001413539,0.0002747719,0.0348207541,0.0021794124,0.8359835148,0.0089309206,0.5366053581,0.0663633198,0.3856952488,0.0113361152
1966,bottlenecks/Clean clothes/Shoes/shoes1465.jpg.txt,0.0090066073,0.2578991055,0.1271144003,0.0773285702,0.250508517,0.0834362432,0.0303073227,0.0029986312,0.0125693213,0.1140954867,0.0082588764,0.0075087817,0.0096484795,0.003022617,0.0059627509,0.000334319,0.3286706209,0.0091768466,0.0071785073,0.0788882226,0.0050637252,0.0014452998,0.0022858381,0.0002781647,0.0010441754,0.0039412309,0.0004722536,0.0034657076,7.92093778727576E-05,0.0001768446,0.0016416705,0.0010223136,0.5551693439,0.0005206724,0.0004158251,0.9221696258,0.0023901004,0.0019149948,0.015116117,0.0574726127,0.0146319419,0.1024559587,0.5067967176,0.0095585193,0.5682737231,0.0666076615,0.3544166982,0.0107018854
1967,bottlenecks/Clean clothes/Shoes/shoes982.jpg.txt,0.0534753688,0.0446096323,0.1637032181,0.0542115383,0.0986420512,0.0622430295,0.177759245,0.0024684425,0.0324646607,0.0783707649,0.0069143171,0.0182821508,0.1963122487,0.0037685514,0.0044791326,0.0022955933,0.7521653175,0.0093903048,0.0087277712,0.1189094856,0.0092504229,0.0020766729,0.0119907726,0.0002549169,0.0019268902,0.0002522877,0.0002939094,0.0269251782,1.19970682135317E-05,2.54625956586096E-05,0.0005703876,0.0008727929,0.056355454,0.0003335754,3.99617056245916E-05,0.9849108458,0.0012431059,0.0009959482,0.0031855449,0.0092909764,0.1062751114,0.0990106389,0.400295943,0.0374878235,0.3963476419,0.2802474499,0.3170487881,0.0063561201
1968,bottlenecks/Clean clothes/Shoes/shoes1021.jpg.txt,0.0024680896,0.0001331572,0.8689200282,0.0001788777,0.0356557146,0.0053398861,0.0816780552,0.0006443925,6.53213428449817E-05,0.000614771,1.02407757367473E-05,0.0017113722,0.0019727333,0.0003452136,0.0002544169,7.67472101870226E-06,0.842184484,0.0022583753,0.0022532425,0.0244312938,0.0004931875,0.000993861,0.0064971438,7.07911476638401E-06,0.0022846847,2.88226920019952E-06,4.80782000522595E-05,0.0065159327,0.0009323216,4.04695383622311E-05,3.20754310223492E-07,0.000175742,0.1108808815,0.0006620449,0.0002118761,0.2019715011,0.7773936987,0.0004404844,0.0139983511,0.0053220824,0.1703206301,0.0001878578,0.4941166341,0.1512690037,0.1123365462,0.647044301,0.235918954,0.0047001517
1969,bottlenecks/Clean clothes/Shoes/shoes1890.jpg.txt,0.0036721202,0.008024089,0.0602582879,0.8171499968,0.0142221972,0.0038252575,0.0217702407,0.0004314021,0.0020284583,0.0020085501,0.0007693126,0.0172965061,0.0339655392,0.0013097411,0.0118227685,0.001445375,0.0406857617,0.0720889568,0.2455652952,0.1289540529,0.0067118853,0.0040175715,0.0128442729,0.0014189038,0.0014700592,0.0001954823,0.0001461218,0.0010975205,0.0005615084,0.0015000867,0.0008238374,0.0002276467,0.4816910923,0.0030237134,0.3973584771,0.0640365332,0.0003997605,0.0005675232,0.222822234,0.3117918074,0.0136356167,0.0198912993,0.0204845555,0.9374358058,0.7681379318,0.0196867324,0.2117912471,0.0003840762
1970,bottlenecks/Clean clothes/Shoes/shoes1913.jpg.txt,0.0042467657,0.0005853269,0.8456478119,0.005460782,0.079681173,0.0001498448,0.0458766185,0.0001468268,0.0001579305,0.0139628537,0.0002196001,0.0004679118,0.000831506,0.0001652827,0.0023279956,7.17968432581983E-05,0.2004505992,0.0064687254,0.0667217001,0.3412393332,0.0089043174,0.0018172603,0.0034334934,4.93262996315025E-05,0.0062542157,9.61219338933006E-05,7.73563733673654E-05,0.0010172023,3.57853423338383E-05,0.0003081295,2.48286170290157E-07,0.0001146353,0.3630114794,0.0029223526,0.0925028026,0.5268229842,0.051383961,0.0007169162,0.0230976641,0.3025532365,0.0095527247,0.0033213354,0.0253045671,0.8701081276,0.4547066391,0.1943146139,0.3453529477,0.0056258058
1971,bottlenecks/Clean clothes/Shoes/shoes2121.jpg.txt,0.0113937529,0.0039247838,0.6080117226,0.1222477108,0.0060717613,0.0273366049,0.1211036518,0.0003313623,0.0004748973,0.0047690356,0.0024364865,0.059272211,0.0183457267,0.0116413217,0.0007138645,0.0019250948,0.195258379,0.0079675196,0.3053134084,0.2929782569,0.0187231153,0.0049779359,0.0216548052,0.0001455397,0.0006787062,5.89270712225698E-05,0.0001998262,0.0048467908,0.0031507988,0.0010248958,3.18219372275053E-06,0.0012822445,0.1417357326,0.0256707408,0.1649718881,0.0125556132,0.0446418002,0.0058163884,0.4899380803,0.2564055324,0.0158956256,0.0014495006,0.039639499,0.1703602076,0.1930120736,0.0930970013,0.7081126571,0.0057781627
1972,bottlenecks/Clean clothes/Shoes/shoes1238.jpg.txt,0.0262668729,0.0002958452,0.0002073633,3.39651196554769E-05,0.0004632366,0.0072668334,0.0053641349,0.0082451748,0.9421576262,0.0015560365,3.00391056953231E-05,0.0062122205,0.0008912456,9.38412704272196E-05,0.0004853728,0.0004302513,0.7102786303,0.0019971072,0.0194268189,0.006451101,0.0075291218,0.0143594518,0.0297753531,0.0266556628,0.1619935334,0.000006253,0.0066156453,0.0100811152,5.84986810281407E-05,0.0001461067,0.0009353212,0.0021007271,0.0015896426,6.78722003044641E-08,3.42979888046102E-06,0.9721351862,0.0276760086,3.03968135995092E-05,4.11333928695967E-07,0.000154461,0.0907693803,0.0359771885,0.9796693921,0.0362251848,0.0481501333,0.0435365438,0.89385432,0.0144590558
1973,bottlenecks/Clean clothes/Shoes/shoes2125.jpg.txt,0.0121680051,0.0393657573,0.1529837996,0.2507980764,0.0062675201,0.0263833757,0.361240238,0.0013878815,0.0032387231,0.0055489982,0.002870108,0.0791919678,0.0430979542,0.0019807662,0.0119852573,0.0014916373,0.0760126337,0.0224430561,0.0787731633,0.5361053348,0.0183780212,0.0022392718,0.0108495653,0.0002442602,0.0011949585,0.0001147043,0.0001766325,0.0027339645,0.0017728616,0.0006941268,0.0012557588,0.0013337426,0.2456780374,0.0435824953,0.001344936,0.0333969332,0.0021086787,0.0030233744,0.5632904172,0.3532532156,0.0122532677,0.0109950705,0.0652548596,0.0036156045,0.4049586058,0.0484326109,0.5434367061,0.0031720607
1974,bottlenecks/Clean clothes/Shoes/shoes1981.jpg.txt,0.004812202,0.0211861394,0.6196171045,0.1484794617,0.0583241731,0.040196117,0.0461822078,0.0015801116,0.0042073987,0.026713552,0.0013043265,0.0098025221,0.0084731765,0.0029839959,0.0048827981,0.0012547198,0.0395747349,0.0183000695,0.1787341386,0.4249079227,0.0109019428,0.0066372459,0.0135827893,0.0010436944,0.0007548621,0.0030058858,0.0005813086,0.0005472019,0.000899757,0.0013140369,0.0016332411,0.0015057168,0.2960754633,0.0031343743,0.0041071856,0.0604444183,0.0038088826,0.0013257217,0.8717630506,0.0554163009,0.0133266393,0.0563001931,0.0489412881,0.0148878274,0.9471925497,0.0069195521,0.0445750616,0.001312724
1975,bottlenecks/Clean clothes/Shoes/shoes1956.jpg.txt,0.0004725717,0.0045196847,0.8626953363,0.0541168451,0.0330282003,0.0040464052,0.0220106952,0.000566216,0.0011156234,0.0012006529,0.0003411802,0.0033315357,0.0115284706,0.0006265049,0.0002039144,0.0001960836,0.0309621952,0.0015380764,0.041495841,0.0684903041,0.0074680937,0.0005315201,0.0020488224,6.10112183494493E-05,0.0007857276,0.000109978,0.0002327323,0.0019828705,0.0023940692,0.0002056062,0.0009191905,0.0005284103,0.8402455449,0.116243422,4.87462275486905E-05,0.0116125206,0.0005442701,0.0001211752,0.8511496782,0.0202802438,0.0059644491,0.0010131593,0.0841966718,0.0002572837,0.8858212829,0.0163929779,0.0972056538,0.0005801487
1976,bottlenecks/Clean clothes/Shoes/shoes1256.jpg.txt,0.0317114294,0.0008303067,0.7698296905,0.0010514352,0.1898545772,0.0003178962,0.0031577854,0.0007640999,0.0008784476,0.0002430704,0.000018529,0.0001218266,7.5533585913945E-05,0.000586465,0.0003189372,0.0002400248,0.5800890326,0.0089378208,0.0828740224,0.0141047426,0.0144971292,0.0026485438,0.0152236922,0.000068575,0.0085918205,7.00945747666992E-05,0.0003065238,0.0013365669,0.0002625657,7.94442312326282E-05,5.60513228720083E-07,0.0004718724,0.2704368532,0.0001167555,0.0104753515,0.4223892093,0.5470798016,0.0001029245,0.0135084512,0.0063274414,0.0722730979,0.0003710093,0.1604282558,0.6563688517,0.739448607,0.1621381342,0.0962059647,0.0022072371
1977,bottlenecks/Clean clothes/Shoes/shoes448.jpg.txt,0.655962646,0.101523377,0.0431241803,0.0285918247,0.076616317,0.0262888912,0.0367815532,0.0028652551,0.0034554407,0.0024246359,0.000830826,0.0099433353,0.0076313447,0.0023374239,0.0009557885,0.0006672015,0.1802056879,0.0054416405,0.0042883679,0.0137762856,0.0106369499,0.0013760682,0.0212082695,5.93502700212412E-05,0.0018542751,0.0001599202,0.0001287181,0.0288648102,3.24442362398258E-06,2.40481767832534E-05,0.0025687015,0.0005111673,0.7288925052,9.19412559596822E-05,0.000006596,0.9736305475,0.0008238168,0.0004123647,0.0007827867,0.0242519137,0.0984321833,0.0225343443,0.6291104555,0.004158366,0.4422016144,0.4559115171,0.0995000601,0.0023867888
