,bottleneck_dir,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-secondary-color-none,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-singlet,top-type-polo,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,t-shirt-fit-regular,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton,dir
3376,bottlenecks/Clean clothes/Tops/graphictshirts1463.jpg.txt,0.0034736032,0.0027061193,0.144742772,0.0171450395,0.2054858804,0.0783538744,0.1511542499,0.0173743777,0.0089043714,0.0087356931,0.0016353648,0.0286350437,0.0321090855,0.2553141117,0.0398409516,0.004389354,0.6801024675,0.0030728758,0.1141969413,0.0032116051,0.0415137447,0.0110731777,0.0125669781,0.0020290334,0.0139305824,0.0003637329,0.0056636571,0.0215884577,0.0152679486,0.0046835029,0.0165500771,0.0265926234,0.0275926292,0.9941796064,0.0021315627,0.0001148636,7.76286560722E-06,0.0001688848,0.0033972075,0.9352983832,0.1713247746,0.9660624266,0.0018095545,0.0163352247,0.1373274773,0.07661625,0.0428458303,0.7432104349,0.3337160349,0.0589784496,0.0060704779,0.0726734325,0.1812080145,0.9375413656,0.0624586903,0.0012398196,0.0015692913,0.0216638763,0.0031393375,0.0042287614,0.0068108146,0.0024483723,0.0005853639,0.0112789022,0.0092822006,0.9794389009,Clean clothes/Tops/graphictshirts1463.jpg
3377,bottlenecks/Clean clothes/Tops/shortsleeveshirts324.jpg.txt,0.1930511445,0.0570794232,0.0944203585,0.0043382072,0.2992025912,0.215163365,0.0348677337,0.0123989647,0.0073609124,0.0004220336,0.0250457358,0.0013526253,0.0001468068,0.0519802272,0.0001625417,0.0030073333,0.0374769159,0.0164623205,0.0108267311,0.0033027604,0.026402222,0.0198636372,0.0044290079,0.0088289073,0.0040973891,0.0009852358,0.000005101,0.0026896102,0.0001126731,0.0021514071,0.0014992309,0.0003138731,0.8605530262,0.0256759468,0.0109168431,0.6781575084,0.2789646387,0.0033169673,0.0029680405,0.0328422412,0.0900258794,0.4702582657,0.0382027067,0.0927432552,0.0080439458,0.0334538817,0.3724074066,0.5860947967,0.1207534969,0.1554659754,0.0005425458,0.4535168111,0.057510823,0.7253053188,0.2746946812,0.0017047921,0.0004550907,0.049288176,0.0146207325,0.0116101149,0.1130290553,0.0799162984,0.0005395578,0.0961885378,0.0034583942,0.9003531337,Clean clothes/Tops/shortsleeveshirts324.jpg
3378,bottlenecks/Clean clothes/Tops/polos127.jpg.txt,0.191974625,0.0044861916,0.0158357322,0.001261694,0.0128594376,0.0682143643,0.0140387025,0.0022090431,0.0034017751,0.0003822175,0.0022157147,0.641069293,0.004911954,0.0252243765,0.0113484785,0.0005664551,0.20858334,0.0021422384,0.2315060049,9.81317207334E-05,0.0045234561,0.0015902587,0.0024798694,0.0007537713,0.0003876879,6.14353921264E-05,5.68131363252E-05,0.5132483244,0.0002202874,0.0071622035,0.0047723297,0.0197905693,0.002623244,0.0268727913,0.0003421735,0.0003601493,1.01492159956E-05,0.0007867938,0.9716279507,0.2099018246,0.7665401697,0.0924676657,0.0010120166,0.0417618155,0.2732908726,0.1068325862,0.0356725194,0.5842040181,0.406904012,0.0598234907,0.0002307046,0.0315963253,0.1121018007,0.9844993949,0.0155006889,0.0011620452,0.0012823469,0.2409162372,0.0106337024,0.0061171027,0.0124626337,0.0055676834,0.0003075894,0.0047874996,0.0033982531,0.9918141961,Clean clothes/Tops/polos127.jpg
3379,bottlenecks/Clean clothes/Tops/graphictshirts252.jpg.txt,0.0020887798,0.0003485316,0.9201191068,0.0033386184,0.0089260219,0.000978814,0.0392998233,0.0021820858,0.0016989451,0.001186255,0.0002391202,0.0012015346,0.0038585388,0.0142688015,0.0001836299,8.15058956505E-05,0.8841630816,0.0098637482,0.0240444727,0.0088236965,0.019156402,0.0034846901,0.0025084061,0.0036679513,0.0030185098,0.001387963,0.0018636021,0.0085576698,0.0057572718,0.0012363626,0.0096005648,0.0072439853,0.0056215236,0.9922343493,0.0046827113,4.10334687331E-05,0.000029289,0.0010173451,0.001995235,0.9602162838,0.8858808875,0.9671097994,0.0040600817,0.0025024607,0.2688793242,0.2345790863,0.087898165,0.4086433947,0.3445519209,0.0306199342,0.0067336801,0.0921110138,0.1852426827,0.9631118774,0.03688813,0.0036289247,0.0063507603,0.019967759,0.0036141688,0.005163705,0.0112632439,0.0098762037,0.0005758299,0.0182577688,0.0395179838,0.9422242045,Clean clothes/Tops/graphictshirts252.jpg
3380,bottlenecks/Clean clothes/Tops/graphictshirts1347.jpg.txt,0.006835137,0.0006845212,0.7713977695,0.002884777,0.0662959814,0.0068013375,0.1126610413,0.0088530546,0.0043307287,0.0102067553,0.0004278243,0.0002281127,0.0006889229,0.0065479982,0.0002434197,0.0009126144,0.2254683375,0.0644827858,0.0726228431,0.0169087704,0.1374970227,0.069064036,0.0098615009,0.0679505169,0.0130661093,0.0071102246,0.0257062931,0.0165425856,0.0077731065,0.0027655929,0.1876599938,0.008223624,0.0672967136,0.9960412979,0.0025970431,0.0001454751,0.000004125,0.0002855817,0.0009265338,0.0812094659,0.8310618401,0.9901436567,0.0005586788,0.0238096174,0.2329573631,0.1279764771,0.0400081277,0.5990580916,0.4162209928,0.0153938774,0.0006226292,0.1056487933,0.2865804434,0.9941481352,0.0058518439,0.0008288153,0.0021278062,0.0070944428,0.0009519977,0.0011770732,0.00285692,0.0097464304,0.0004984615,0.0037521436,0.0023287039,0.9939191341,Clean clothes/Tops/graphictshirts1347.jpg
3381,bottlenecks/Clean clothes/Tops/graphictshirts1603.jpg.txt,0.2328515798,0.1007044762,0.0150854951,0.003755098,0.5569213033,0.0090781171,0.0076114633,0.0506009907,0.0070889085,0.0041456278,0.0029564018,0.0016507461,0.0005662402,0.0034797175,0.0007432985,0.0027605356,0.0923784897,0.0467502698,0.1876307875,0.0030474977,0.1581197381,0.015252376,0.0089113899,0.0295983367,0.0463452414,0.059650071,0.0152471978,0.0465525575,0.0053961724,0.013984493,0.0124530913,0.0086802375,0.2500020564,0.9929146767,0.0004181985,1.95447664737E-05,0.000000038,0.0034654422,0.0031821844,0.0351419821,0.5536611676,0.9627639055,0.0035927165,0.1027399153,0.2258576155,0.0452314429,0.0360972807,0.6928136945,0.6334198117,0.045494955,0.0006927056,0.0876497701,0.215441376,0.9980750084,0.00192494,0.0016986106,0.0055150744,0.0214989204,0.0011460488,0.0050296118,0.0099414494,0.0163383968,0.0011543407,0.0023894752,0.0043747015,0.9932358861,Clean clothes/Tops/graphictshirts1603.jpg
3382,bottlenecks/Clean clothes/Tops/graphictshirts954.jpg.txt,0.1981507838,0.1045349017,0.0865493193,0.0053801821,0.1409679055,0.050515268,0.0401341841,0.0153892823,0.162340045,0.0231990144,0.0387951285,0.0876923874,0.0122687267,0.0112604564,0.0118251918,0.0109971957,0.0515593849,0.0007951893,0.0985204205,0.0001737011,0.0089252926,0.0077300617,0.0071024932,0.0022955122,0.0009911327,0.0010274843,0.0014531421,0.0051370105,8.57035556692E-05,0.0005743889,0.0007238693,0.0021114522,0.810793817,0.6998394728,0.0036991541,0.0132692968,8.36421459098E-05,0.0009350817,0.2821733654,0.017240677,0.0429486595,0.6889681816,0.0535875708,0.0988629907,0.0364350267,0.0168635249,0.0496892817,0.8970122337,0.3116858304,0.0654830486,0.000264219,0.0774573386,0.0824298337,0.991307795,0.0086922254,0.0011938427,0.0032439772,0.0658172071,0.0138997911,0.0061546164,0.0757627115,0.0208607204,0.0005469815,0.0030074839,0.0004848392,0.9965077043,Clean clothes/Tops/graphictshirts954.jpg
3383,bottlenecks/Clean clothes/Tops/plainshirts66.jpg.txt,0.0120336544,0.0163675323,0.0002397356,2.15254567593E-05,0.09980461,0.8423444629,0.0096390042,0.0008627005,0.0102806287,0.0001748262,0.0012245179,0.0001491993,0.0001693084,0.0030327113,1.05262070065E-05,0.0036450685,0.0038843483,0.0006757508,0.0070910831,3.57457174687E-05,0.000229996,0.0006641041,0.0004018571,3.56295204256E-05,1.98812995222E-05,0.0021021902,2.69923166343E-05,0.0001704149,2.26413685596E-05,0.0001135087,0.0005800976,0.000004666,0.9839410186,0.000111907,3.20175058732E-05,0.0130987149,0.9866640568,6.39327652152E-07,0.00009263,0.0015848776,0.1835186034,0.0284837261,0.0907569677,0.0199754443,0.0560681336,0.0296778958,0.4383404255,0.4759135246,0.2822793424,0.2405004054,0.0004985354,0.6390798688,0.0134011926,0.8600965738,0.1399033666,0.00049581,0.0002568744,0.0046840915,0.0738703981,0.0114302076,0.0053983675,0.0046814736,0.015036935,0.0177802257,0.0006694775,0.9815503359,Clean clothes/Tops/plainshirts66.jpg
3384,bottlenecks/Clean clothes/Tops/polos179.jpg.txt,0.0004078119,1.98825691768E-05,0.0002889488,0.000170807,0.0003011786,0.8457013965,0.0769847631,0.0369054414,0.0057978933,4.69188380521E-05,0.0003627736,0.0113523295,0.0002453521,0.0208604261,0.0005090775,4.49998769909E-05,0.3282642663,0.00052701,0.074782677,0.0001377454,0.0084530283,0.0058384915,0.0143194227,0.0054050805,0.0012269602,6.80448501953E-05,0.0010324083,0.2837630212,0.0025950137,0.0080353795,0.0093490146,0.1036809906,0.1525214314,0.0141355358,0.0003072795,0.0010652164,7.88512697909E-05,0.0002129795,0.9842001796,0.0275091771,0.668868959,0.0385805257,0.0123101985,0.0579523556,0.023994945,0.1066800132,0.0319053344,0.8374196887,0.3524089158,0.0484895892,0.0007588154,0.4215292037,0.2547480464,0.9742675424,0.0257324856,0.0007205039,0.0005449982,0.024708854,0.003578719,0.0083413143,0.0038427245,0.0061372253,0.00019226,0.0032578129,0.0110946903,0.98564744,Clean clothes/Tops/polos179.jpg
3385,bottlenecks/Clean clothes/Tops/printedshirts263.jpg.txt,0.0033297052,2.93804259854E-05,0.1587190926,0.0003575083,0.0031047217,0.1051030755,0.6757327914,0.0009913563,0.0051259729,0.0001102348,0.0020186519,0.0013233757,0.0022229897,0.0417773873,2.60280739894E-05,2.77862054645E-05,0.0239795689,0.0059530116,0.0022460637,0.0077316947,0.006449915,0.0287213605,0.00165179,0.0011203783,0.0003395987,0.0030877695,2.4142125767E-05,0.0006258329,0.0005684942,0.0003975593,0.0005765773,0.0004087758,0.9161174297,1.50559958456E-06,0.0013609454,0.004904707,0.9936301112,7.43204225273E-07,0.0001019235,0.0144490134,0.0409494825,0.0755324215,0.2527796626,0.099599354,0.0176144317,0.0429743379,0.2297537476,0.7096574306,0.4722993076,0.1657910645,0.0031273854,0.4127554893,0.0789225549,0.7177681327,0.2822318971,0.0056502018,0.0003343681,0.087765187,0.0304140095,0.3640670776,0.3153323829,0.0364126861,0.0048707258,0.1516078711,0.0117848227,0.836607337,Clean clothes/Tops/printedshirts263.jpg
3386,bottlenecks/Clean clothes/Tops/plainshirts163.jpg.txt,0.0009850332,0.0001090777,0.9421236515,0.0068663815,0.0068199676,0.0016180145,0.0242489465,0.0023811257,0.0064081661,0.00288335,5.20258727192E-05,0.0001112666,4.62062780571E-05,0.0041363025,0.001138651,7.19073941582E-05,0.0364930592,0.0001145462,0.0234000105,0.0008236089,0.0100815864,0.004026012,0.0007574398,0.0012316593,0.001083293,0.0002469142,0.0002920725,0.0020052528,0.0004962601,0.0003687639,0.0008193908,0.0067412462,0.9110188484,0.1009717882,0.0129871657,0.0926358178,0.1777579635,0.0003704996,0.6152768135,0.0769323856,0.1311528683,0.0983580872,0.0058663227,0.0645647421,0.0399780348,0.0898251534,0.0513070859,0.8188897371,0.1387086511,0.0512870327,0.0025742266,0.2624953091,0.0990998223,0.9051964879,0.0948034972,0.0051476532,0.0030103419,0.0045681498,0.0141206551,0.0069067585,0.0043283752,0.0117694046,0.0012862575,0.016108634,0.0092616919,0.9746296406,Clean clothes/Tops/plainshirts163.jpg
3387,bottlenecks/Clean clothes/Tops/solidtshirts389.jpg.txt,0.0001706519,0.0008988146,0.0014823431,0.0053423382,0.0007531776,0.0047785402,0.0076623773,0.0030113372,0.0210130103,0.0053840037,0.0048710699,0.6596625447,0.2724063098,0.0086514,0.0034659053,0.0004461842,0.097044915,0.0001901538,0.0108240098,0.0009511518,0.010383768,0.0011121511,0.0030328026,0.0056349603,0.0007467869,0.0001847053,0.0038728551,0.0045617283,0.0034752423,0.0001507342,0.0021693197,0.0069958549,0.8486688733,0.9911296368,0.0041849744,0.0003247598,1.20978502309E-05,0.0006832072,0.0036653439,0.0371662565,0.0278585032,0.8803793192,0.0332455933,0.0457780994,0.0947960466,0.2478337437,0.0201638006,0.6372063756,0.2856959701,0.0294272993,0.0010570957,0.1725128889,0.3310073614,0.9829627275,0.017037265,0.0027755836,0.0024637347,0.0172263738,0.0030516568,0.0029119276,0.019952029,0.0049336618,0.0005601328,0.0055820639,0.0096862558,0.9847316742,Clean clothes/Tops/solidtshirts389.jpg
3388,bottlenecks/Clean clothes/Tops/printedshirts41.jpg.txt,0.0122124301,0.0003875447,0.000077052,0.000118879,0.0014071423,0.8576480746,0.0828974247,0.0017346367,0.0048920889,5.66201815673E-05,0.0196786765,0.0001124679,0.0001875472,0.0160612073,8.75447585713E-06,0.0025193654,0.0021520739,0.0002877936,0.0028019873,3.70462112187E-05,0.0003017518,0.0009182891,0.0008698515,9.76832889137E-05,6.08825075687E-06,2.99246385111E-05,1.06856205093E-05,0.000211251,2.80878539343E-05,0.0002887844,2.74339035968E-05,3.51400703948E-05,0.9918960929,4.24113204645E-05,0.0001354171,0.7213955522,0.2782185376,1.71252406744E-06,0.0002064031,0.0079175485,0.0809472129,0.0160897877,0.3132460713,0.0662036687,0.0113633228,0.0632844865,0.5658809543,0.3594712019,0.2078848183,0.2936756611,0.0004520495,0.2933446467,0.0137860123,0.5539436936,0.4460563064,0.0011657365,0.0007431871,0.0095954081,0.0439048968,0.0057551856,0.0083726542,0.0084122978,0.0009235004,0.2376327664,0.0038353517,0.7585318685,Clean clothes/Tops/printedshirts41.jpg
3389,bottlenecks/Clean clothes/Tops/graphictshirts5.jpg.txt,0.0003711178,6.36541080894E-05,0.9792131782,0.0001016511,0.0051001534,0.0002533731,0.0131623717,0.0001320324,6.50742003927E-05,0.0004882767,2.27701530093E-05,9.58571472438E-05,6.02748914389E-05,0.0008504213,8.42985991767E-06,1.13085543489E-05,0.7968454361,0.0016251249,0.0556701422,0.0004182017,0.0197484437,0.004624608,0.0101852287,0.0049237525,0.0022487268,0.0006159344,0.0015332177,0.0271670893,0.0026933767,0.0034848901,0.0092929509,0.0033903476,0.055532489,0.991815865,0.0023409496,2.13153616642E-05,2.72791709222E-07,0.0006093021,0.005212368,0.6259046793,0.1713062972,0.9134367108,0.003768821,0.1184926406,0.0162064191,0.2242372483,0.0196121782,0.73994416,0.25715518,0.0172661599,0.0005023511,0.2128431499,0.4632243812,0.9953910112,0.0046089618,0.0009411475,0.0002493469,0.0424125753,0.0007956878,0.0045675533,0.0023739517,0.0005223022,0.0001316912,0.0037797149,0.0009154154,0.9953049421,Clean clothes/Tops/graphictshirts5.jpg
3390,bottlenecks/Clean clothes/Tops/plainshirts250.jpg.txt,0.5681784153,0.127215445,0.0032975343,0.0092320908,0.0998015106,0.1212902963,0.0292876065,0.0020626863,0.0120757483,0.0007872214,0.0158344433,0.0008199136,0.0004870189,0.0083164554,0.0004204612,0.0008931019,0.0004410091,0.0002204073,0.000402617,6.00287603447E-05,0.0001857351,0.000739514,0.0002297147,8.78212595126E-05,2.38487045863E-05,3.12451993523E-05,1.395458753E-06,0.0002837777,9.28054669203E-06,6.7609391408E-05,0.000035805,1.13494425023E-05,0.997168839,3.22439118463E-05,0.0104568126,0.0109801749,0.9781064987,7.85313568485E-06,0.0004164948,0.0541713573,0.0612411276,0.1298451573,0.0798894465,0.2047957182,0.0109159239,0.0378666222,0.0968539044,0.8543635607,0.1485606283,0.1659527272,0.0006368373,0.2282740176,0.0942780077,0.8961064219,0.1038935706,0.001832689,0.0009144033,0.0021132675,0.0226476472,0.0015208756,0.0144590316,0.0054863184,0.0001632873,0.0171774402,0.0111547224,0.9716678858,Clean clothes/Tops/plainshirts250.jpg
3391,bottlenecks/Clean clothes/Tops/graphictshirts704.jpg.txt,0.0218974333,0.0057636038,0.5531566739,0.0246491246,0.0732928514,0.01260636,0.1222550347,0.0163519736,0.0363022499,0.0602689348,0.0057136705,0.0108657349,0.0090211472,0.0448856875,0.0019339838,0.0010354723,0.1120402217,0.0565195791,0.2249245495,0.0191920027,0.0510345064,0.0109241419,0.0093346508,0.0322403312,0.0069878506,0.0164020173,0.0055528264,0.0448036343,0.0062346421,0.0063576219,0.1354446262,0.0409280658,0.2210786939,0.9801626205,0.0102189938,0.0002625416,5.69147005081E-06,0.0008825072,0.0084676268,0.0722254366,0.5357055664,0.9502730966,0.0067450404,0.2300797403,0.283836633,0.0918392017,0.0627938882,0.5615302324,0.3603985906,0.0143167144,0.0033051872,0.0759603828,0.2691707909,0.9840945601,0.0159054287,0.0035822969,0.0066285613,0.0090591591,0.006490428,0.0050956057,0.0096479487,0.0204903148,0.0008019219,0.0196235366,0.0037359719,0.9766404629,Clean clothes/Tops/graphictshirts704.jpg
3392,bottlenecks/Clean clothes/Tops/shortsleeveshirts299.jpg.txt,0.8779132962,0.0470977984,0.0017358852,0.0003425967,0.0109359492,0.019444488,0.0010016101,0.0132211223,0.0006255173,7.86354648881E-05,0.0211462826,0.0023068835,0.0002227545,0.0022639974,0.0014048727,0.0002583558,0.0186793599,0.0012471001,0.0371994637,0.001774882,0.0411648266,0.0189261679,0.0309151188,0.0041119917,0.0028686295,0.0027205162,0.0001886125,0.0029469142,0.0012311423,0.0014981622,0.0007481255,0.0008865506,0.8328924775,0.5292636156,0.0542586669,0.2879644334,0.0101942383,0.0019272828,0.1163917258,0.042426642,0.1111445725,0.6882875562,0.1356680542,0.1107677594,0.1808258742,0.0778431296,0.0612106919,0.6801202893,0.4954677522,0.0544844083,0.0015044198,0.1333027184,0.1116852462,0.9960228205,0.003977125,0.003476917,0.0127033172,0.0456467494,0.0081411181,0.0055090548,0.0162136238,0.0041470765,0.0002715129,0.0072465548,0.0022081751,0.9905452728,Clean clothes/Tops/shortsleeveshirts299.jpg
3393,bottlenecks/Clean clothes/Tops/solidtshirts543.jpg.txt,0.0272109341,0.0073969564,0.0020724027,0.0046734042,0.0137812579,0.7359873652,0.0667890757,0.0813161358,0.0164215416,0.001310983,0.0064001703,0.012344419,0.0044850516,0.0152908601,0.0020665019,0.0024528548,0.0411217883,0.0016643018,0.0281438399,0.0014737671,0.0261824578,0.0194886457,0.0074261352,0.0236511268,0.0128733246,0.0054099131,0.0018119626,0.0043526376,0.0047837934,0.0058441139,0.0071644285,0.011535679,0.797072053,0.9951142073,0.0019206505,0.0003730189,0.000000716,0.0005679636,0.0020234676,0.0622795932,0.0876598433,0.9673078656,0.0061073927,0.1117306426,0.17765674,0.136452347,0.0474427007,0.6384481788,0.5106551051,0.0207307916,0.0012833403,0.0767735392,0.307058692,0.9966543913,0.0033456327,0.0014056494,0.0055441698,0.0078837005,0.0025706273,0.0055771959,0.0048199636,0.0061553894,0.0001719225,0.0029889394,0.0060782186,0.9909328222,Clean clothes/Tops/solidtshirts543.jpg
3394,bottlenecks/Clean clothes/Tops/stripedtshirts130.jpg.txt,0.0236368887,0.0239703581,0.0214439426,0.0261616036,0.1973645389,0.0359042436,0.0164121427,0.0281508081,0.0079538971,0.0067213424,0.119487755,0.4106782377,0.0208184216,0.0520568527,0.0040087039,0.0052302848,0.0756407455,0.0042537963,0.2243006825,0.0051776669,0.0309487823,0.0825211182,0.033644475,0.0140997497,0.0078682406,0.0019060291,0.0030065593,0.1684895307,0.0040026242,0.0123784319,0.0217304192,0.0075757806,0.3024553955,0.1434877515,0.0002821031,0.0001896673,3.63132130587E-07,0.8535858393,0.0024542697,0.0878923386,0.092969954,0.9166069627,0.0380004048,0.0911167711,0.2259843946,0.278981328,0.0559032969,0.4391309917,0.5563997626,0.0515124463,0.0012503047,0.4221687615,0.2235868424,0.9893568158,0.0106431516,0.0032791358,0.0086395005,0.5404916406,0.0411500186,0.0493329652,0.0722829327,0.040249344,0.0031922478,0.00691316,0.0072998931,0.9857869148,Clean clothes/Tops/stripedtshirts130.jpg
3395,bottlenecks/Clean clothes/Tops/solidtshirts471.jpg.txt,0.0053046593,0.0028647729,0.0073417462,0.0003477605,0.0717749521,0.7283703089,0.0921837091,0.0401642248,0.0005044222,0.0001382848,0.0010986001,0.0064979661,0.0005243875,0.0393058769,0.0030160828,0.0005622553,0.1139504611,0.0009527684,0.0776153281,0.0001206037,0.0052517732,0.0117844623,0.0276735425,0.0055688792,0.006660603,0.0009146479,0.0004838545,0.0516237281,0.0020837502,0.0468367673,0.0661179945,0.0331786834,0.5491820574,0.8464651108,0.0004276437,9.52611444518E-05,9.08802633148E-07,0.0288824942,0.1241286471,0.058427766,0.3169087768,0.3739865124,0.0016919175,0.2051297277,0.0391934924,0.1722970158,0.031057043,0.7574524879,0.7911685109,0.0194681901,0.0011597201,0.2278047651,0.1529918462,0.9923911691,0.0076089008,0.0013604659,0.001101608,0.0132531505,0.0021781859,0.0100812837,0.0033729461,0.0025366333,0.0003114162,0.0017172007,0.0030171373,0.9952657223,Clean clothes/Tops/solidtshirts471.jpg
3396,bottlenecks/Clean clothes/Tops/polos489.jpg.txt,0.0091899764,0.0005985261,0.2736367583,0.0179938208,0.4308368862,0.0473773032,0.1345328242,0.0018244972,0.002612323,0.0003243685,0.0031231975,0.014304176,0.0002358261,0.0600978658,0.0023679165,0.0009437731,0.1273175478,0.0006142816,0.0947187468,0.0003048365,0.0141702266,0.002757628,0.000544106,0.0008716659,0.0002730406,0.0006560856,6.77080824971E-05,0.0026220484,0.0001254006,5.14904386364E-05,0.001968038,0.0002608957,0.7526763082,0.0065083033,0.0018929291,0.1575303525,0.0897457004,0.000897596,0.7434250712,0.0760001987,0.0746693462,0.0313887857,0.0223117303,0.0406530015,0.0978777632,0.1839194745,0.032586813,0.6856158972,0.282222271,0.0594837666,0.0015910834,0.417888552,0.097731851,0.8470463157,0.1529536396,0.0010254132,0.0008963413,0.0915375054,0.0214714129,0.0118633686,0.1386667341,0.0205792878,0.0003267711,0.0262819715,0.0005773533,0.9731407166,Clean clothes/Tops/polos489.jpg
3397,bottlenecks/Clean clothes/Tops/plainshirts363.jpg.txt,0.34489429,0.0183724537,0.0031945147,0.001341644,0.278051883,0.2076295465,0.0168927293,0.0087086121,0.0049306341,0.0051959511,0.0207011569,0.0003083304,0.0003216834,0.0831004232,0.000438279,0.0059178611,0.0058816415,0.0013581485,0.0356345326,0.0003302618,0.0015815737,0.0006211242,0.0120264096,0.0013066968,0.0002862029,0.0009182421,7.92072169133E-05,0.0020826147,0.0002116161,0.0006703181,0.000556235,0.0001704406,0.9362846613,6.14755917923E-05,0.0002669214,0.0159801282,0.982372582,0.000004385,0.0013144474,0.0136205675,0.0540957339,0.0159975532,0.0810184702,0.0798032284,0.1219292879,0.0989921838,0.2183724195,0.560706079,0.1564967334,0.2963242829,0.0037288228,0.2754398286,0.014595788,0.9589740038,0.0410259552,0.0025499384,0.0046943957,0.0271196179,0.0208314881,0.0110318325,0.0104655307,0.0012671726,0.0060869772,0.0496179312,0.0014052138,0.9489768744,Clean clothes/Tops/plainshirts363.jpg
3398,bottlenecks/Clean clothes/Tops/graphictshirts1462.jpg.txt,0.0076016444,0.0007949201,0.1054394543,0.0187218767,0.4110168815,0.0320871249,0.3115632534,0.0127237076,0.0012015075,0.0044426857,0.0042323768,0.0135956425,0.018858945,0.0556221716,0.0016051091,0.0004926479,0.5255206823,0.0119564207,0.1928642094,0.0076128608,0.0660160631,0.0125957094,0.0139172832,0.0092820209,0.0233999379,0.0013624346,0.0071916864,0.0455252156,0.0248041395,0.0028216224,0.0137358196,0.0136748077,0.027719086,0.9568369985,0.0383751728,2.76333757938E-05,3.69181134374E-06,0.0012489174,0.0035076477,0.9322668314,0.3611401916,0.979665041,0.001758839,0.025335269,0.164621532,0.0418863557,0.0733032599,0.7201887965,0.3965069056,0.0479984395,0.0038353233,0.0335642919,0.3657461703,0.9685521722,0.0314477906,0.0010754527,0.0061457036,0.0216289461,0.00164531,0.0033603273,0.008208463,0.0108308047,0.0003505252,0.0079408335,0.0170709547,0.9749881625,Clean clothes/Tops/graphictshirts1462.jpg
3399,bottlenecks/Clean clothes/Tops/polos88.jpg.txt,0.000619756,0.0004505167,0.0022157792,0.0015802075,0.0014837869,0.0702912882,0.0237834416,0.0031609652,0.0083771665,0.0009536194,0.0054073022,0.8149473667,0.0119381212,0.0136327753,0.0380670615,0.0030908114,0.0772457421,0.0001971555,0.0760832727,7.1546761319E-05,0.0076133171,0.0035744412,0.0138407908,0.0017996505,0.0001628467,0.0004179796,0.0005181372,0.0114630004,0.0022364312,0.0003772927,0.0037719791,0.0108751627,0.7897512317,0.0074995244,0.0002644479,0.0105424011,0.0029022587,0.0004711152,0.978320241,0.0551341213,0.0870282203,0.0147823859,0.1219771653,0.0958112106,0.0213092193,0.0275723413,0.0454160981,0.9057023525,0.5204533935,0.1088698208,0.0026373109,0.2911554277,0.1175807416,0.9631894827,0.0368105546,0.0029471095,0.000321058,0.0477422439,0.004781134,0.0085736914,0.0142419795,0.0035615459,0.0013813062,0.0104649067,0.004879246,0.9846558571,Clean clothes/Tops/polos88.jpg
3400,bottlenecks/Clean clothes/Tops/solidtshirts145.jpg.txt,0.2287560701,0.0507126339,0.0004792825,0.0001328525,0.1402436495,0.1977876872,0.01144017,0.3307749629,0.0057497527,0.0010330065,0.0241386443,0.0005873899,0.0002235167,0.0023425231,0.0001867878,0.005411014,0.169908762,0.0024297698,0.0592647195,0.0007096,0.0626078397,0.0476671606,0.0342953429,0.0290272385,0.0127849095,0.0030029356,0.0013189407,0.0408328138,0.0012976628,0.0726793036,0.0106063224,0.00853913,0.4430274963,0.978984952,0.0001953815,5.19282766618E-05,4.77682648992E-09,0.0166213941,0.0041462951,0.0214359742,0.2746840715,0.831720829,0.0074370019,0.336625278,0.027748283,0.1436041743,0.0529158823,0.7757316828,0.5824510455,0.0139066875,0.0002174011,0.4136412442,0.2544083893,0.9972028732,0.0027971859,0.0037281304,0.0022438029,0.0390153453,0.0027608224,0.0045086001,0.0052712155,0.0102253631,0.0003077668,0.0009488291,0.001462606,0.9975886345,Clean clothes/Tops/solidtshirts145.jpg
