bottleneck_dir,vector,dir
bottlenecks/Clean clothes/Shoes/shoes1752.jpg.txt,"0.0695071742, 0.5906080008, 0.028270958, 0.1270623952, 0.0113848438, 0.0694574565, 0.0253191628, 0.002333761, 0.0102483612, 0.0119785881, 0.0045519546, 0.0184656549, 0.0258935541, 0.0003008528, 0.000330104, 0.0042872392, 0.0248356648, 0.0062201954, 0.0122327833, 0.5680947304, 0.0022830605, 0.0008239835, 0.0106055243, 9.45118954405E-05, 0.0001039325, 7.57727248129E-05, 0.0001002793, 0.0059697451, 5.97075231781E-05, 2.77211597677E-06, 0.0174094401, 0.0008813695, 0.3502064943, 0.0001932594, 0.0010059604, 0.9062446952, 0.0014395274, 0.0048659542, 0.0256580077, 0.0605925433, 0.0290039796, 0.0791118219, 0.3669512272, 0.0517422371, 0.5998600125, 0.1142994538, 0.1929630935, 0.0021541459",Clean clothes/Shoes/shoes1752.jpg
bottlenecks/Clean clothes/Shoes/shoes942.jpg.txt,"0.0055544316, 0.0009749187, 0.8250527382, 0.0011376202, 0.0308500268, 0.0057368921, 0.0990561396, 0.0059116725, 0.0069336668, 0.0029353788, 0.0046285409, 0.0004874184, 0.0047764094, 0.0051723006, 0.0005544337, 0.0002374603, 0.2650258243, 0.0175705552, 0.0155813899, 0.0267910585, 0.0049934988, 0.0036007855, 0.0035101033, 1.21777966342E-05, 0.0075664655, 0.0001144032, 0.0014678871, 0.0025476888, 0.0006354549, 0.0006028237, 9.84348589554E-05, 0.0050649713, 0.6448164582, 0.0149394562, 0.0029342081, 0.6914852262, 0.279863596, 0.0019788251, 0.0022785335, 0.0065200268, 0.043279849, 0.0071978997, 0.6945370436, 0.2149374932, 0.0132027473, 0.1369007081, 0.3575990796, 0.0008052699",Clean clothes/Shoes/shoes942.jpg
bottlenecks/Clean clothes/Shoes/shoes1317.jpg.txt,"0.016569972, 0.0336257108, 0.1940539777, 0.0984524265, 0.0792669952, 0.2121690214, 0.073371768, 0.0469387546, 0.0329050273, 0.0819198713, 0.0218836758, 0.0766755939, 0.0141682336, 0.0048526269, 0.0087051839, 0.0044411905, 0.5906597972, 0.0793624073, 0.0525174849, 0.0142043885, 0.064189598, 0.0281113498, 0.0051833075, 0.0303417612, 0.0176600385, 0.00025032, 0.0005680327, 0.0151165873, 0.0044004587, 0.0014665754, 0.000261385, 0.0070039839, 0.088702552, 0.001149116, 0.0812174007, 0.4621408582, 0.3852898479, 0.022497125, 0.0090493355, 0.0386562832, 0.0725287423, 0.0155561594, 0.7598372698, 0.2422965169, 0.0282284729, 0.1066390276, 0.5011172891, 0.0165719502",Clean clothes/Shoes/shoes1317.jpg
bottlenecks/Clean clothes/Shoes/shoes1881.jpg.txt,"0.0490543395, 0.0152144758, 0.3828935623, 0.0255546179, 0.330019474, 0.0133849224, 0.1053768098, 0.0229261834, 0.0116423927, 0.0267215017, 0.0041029048, 0.002496565, 0.0048716073, 0.0042322874, 0.0010142248, 0.0004941295, 0.1345285922, 0.0076297745, 0.1180920526, 0.1402754337, 0.0123232659, 0.0014162762, 0.0076458654, 5.13579743711E-06, 0.0234223809, 0.0003329985, 0.0008374463, 0.0006986483, 0.0002787402, 0.000002094, 7.30452347852E-06, 0.0025797265, 0.549924314, 0.0603166111, 0.0066746222, 0.4981911182, 0.0897307023, 0.0169547237, 0.0250643138, 0.3030679226, 0.0395108201, 0.0060540494, 0.2390487045, 0.0793648213, 0.050012324, 0.1405645609, 0.3024097085, 0.0076781199",Clean clothes/Shoes/shoes1881.jpg
bottlenecks/Clean clothes/Shoes/shoes603.jpg.txt,"0.0021556104, 0.0025926398, 0.6542389989, 0.0231784321, 0.0760979727, 0.0151422042, 0.2082687914, 0.0005904759, 0.0020334839, 0.0056654587, 0.0022616449, 0.0013748794, 0.0045175496, 0.0002545434, 0.0013781835, 0.0002491421, 0.2340838164, 0.0171253439, 0.0153790386, 0.1484131366, 0.0078008142, 0.0023169226, 0.0104875928, 0.000024849, 0.0014443286, 9.06612403924E-05, 0.0002067289, 0.0025347066, 0.0033846612, 0.000071675, 0.0010116033, 0.0037015404, 0.5519225597, 0.0572797395, 0.0270192456, 0.6239006519, 0.0129394606, 0.0081105074, 0.0127099054, 0.258040458, 0.0127558131, 0.0403061695, 0.1615740806, 0.5081773996, 0.0679206029, 0.1148351207, 0.744762361, 0.000894348",Clean clothes/Shoes/shoes603.jpg
bottlenecks/Clean clothes/Shoes/shoes1158.jpg.txt,"0.0212073922, 0.010017666, 0.0775101259, 0.0217082687, 0.0699388385, 0.0792845488, 0.3321289122, 0.0245657489, 0.0147404894, 0.0187335797, 0.0184577797, 0.2671081722, 0.023155123, 0.0080756582, 0.0055549187, 0.0078127841, 0.7393124104, 0.0219615735, 0.0524970442, 0.0190986861, 0.0493625849, 0.0056214184, 0.0363411903, 9.55923169386E-05, 0.0040069148, 0.0002287315, 0.0017020757, 0.0445697568, 0.0044483971, 0.0001568902, 0.0005282224, 0.0032170254, 0.0168514494, 0.00599503, 0.0028988689, 0.7743085623, 0.174280405, 0.0044549392, 0.0088917222, 0.0291703902, 0.0250917543, 0.0110094529, 0.6879701018, 0.0455029309, 0.0135791926, 0.1490985751, 0.7274237275, 0.0039265705",Clean clothes/Shoes/shoes1158.jpg
bottlenecks/Clean clothes/Shoes/shoes827.jpg.txt,"0.0003685748, 0.0054755108, 0.0521837771, 0.8724191189, 0.0193611123, 0.003769706, 0.0234002974, 0.0002130462, 0.0003708713, 0.0031728519, 0.0037305055, 0.007725446, 0.0053700479, 0.0006815826, 0.0014475056, 0.0003099738, 0.0086266259, 0.0065500662, 0.3333742023, 0.1259981096, 0.0116606364, 0.0124484217, 0.0061839554, 1.5433106455E-05, 0.000068836, 0.00002657, 3.13567288686E-05, 0.0003979078, 0.0003576257, 0.0007152443, 0.0008183731, 0.0006887896, 0.4920378029, 7.07579019945E-05, 0.9392458797, 0.001778649, 0.0001159856, 5.64778165426E-05, 0.0451274812, 0.0136047639, 0.0109894201, 0.0167369731, 0.0161604229, 0.9648401737, 0.7173073888, 0.008039996, 0.2549622357, 0.0008335729",Clean clothes/Shoes/shoes827.jpg
bottlenecks/Clean clothes/Shoes/shoes451.jpg.txt,"0.8454703689, 0.0168906692, 0.0334018022, 0.0124951405, 0.0378018133, 0.0081700766, 0.0266414061, 0.0016718813, 0.0052728904, 0.0015616572, 0.0032597387, 0.0040965495, 0.0011743678, 0.0001077537, 0.0001138388, 0.0018700091, 0.3558343947, 0.0246171765, 0.0410804078, 0.0152221285, 0.0169883221, 0.0117490534, 0.0421678014, 0.0025595848, 0.0064560319, 0.0013076178, 0.0011173704, 0.0176850297, 0.0021680205, 7.3332201282E-05, 0.003702824, 0.0007433973, 0.4565275609, 0.0016495378, 0.0029344519, 0.9422131777, 0.033335384, 0.0036971283, 0.0091397269, 0.0070304777, 0.0838335305, 0.0368193015, 0.4194390476, 0.0367994793, 0.3692783415, 0.4680425227, 0.147110194, 0.0044568176",Clean clothes/Shoes/shoes451.jpg
bottlenecks/Clean clothes/Shoes/shoes264.jpg.txt,"0.0026878992, 0.0170410909, 0.6491724849, 0.2341747433, 0.0365499407, 0.0073021841, 0.0193262789, 0.0005884934, 0.0013654178, 0.0060387454, 0.0025880591, 0.008431334, 0.0104020052, 0.0020328315, 0.0011375085, 0.0011610175, 0.0132864667, 0.0087616537, 0.0814282671, 0.384418875, 0.0045098178, 0.0071046352, 0.0055103707, 0.000101357, 0.0003777506, 0.0001137597, 8.90316805453E-05, 0.0011818596, 0.0010804066, 0.0004536129, 0.0017190226, 0.002707052, 0.4871560633, 0.0004245149, 0.1559556723, 0.0190009791, 0.0021962582, 0.0003217747, 0.7608013749, 0.0612994246, 0.018739095, 0.0078237178, 0.0264386982, 0.5638189912, 0.9431756735, 0.0143238837, 0.068284072, 0.0005054307",Clean clothes/Shoes/shoes264.jpg
bottlenecks/Clean clothes/Shoes/shoes1801.jpg.txt,"0.9199292064, 0.0030552142, 0.0204164255, 0.0006423221, 0.0494722798, 0.001181956, 0.002762933, 0.0012002571, 0.0007451224, 4.09314998251E-05, 0.000154107, 0.0001041521, 6.03073021921E-05, 0.000156896, 1.65516285051E-05, 6.12165895291E-05, 0.097411491, 0.0029624307, 0.0194264073, 0.0067253844, 0.0043302691, 0.0012271481, 0.0066761151, 1.17988865895E-05, 0.0373661406, 0.0001488154, 0.0003602981, 0.0004984957, 0.0001471326, 0.000007044, 2.29187321565E-06, 0.0007059972, 0.8219926953, 0.0020217928, 0.0124364868, 0.8519424796, 0.1032738686, 0.0010439659, 0.0076390137, 0.021642331, 0.0639411435, 0.0023268834, 0.4427651763, 0.2263550609, 0.1629568487, 0.2482265532, 0.1309066266, 0.0049421578",Clean clothes/Shoes/shoes1801.jpg
bottlenecks/Clean clothes/Shoes/shoes101.jpg.txt,"0.0013068514, 0.0063799769, 0.1673036665, 0.1785307825, 0.0102589158, 0.0011579216, 0.0123833446, 0.0008333069, 0.0010319508, 0.0022222386, 0.000468227, 0.0258566123, 0.5909113288, 0.0005253912, 0.0003060919, 0.0005233786, 0.0237493813, 0.0033691383, 0.4748796225, 0.0660423934, 0.0032645108, 0.001972748, 0.0058303047, 0.0002389622, 0.000202705, 6.78556752973E-05, 0.0001284245, 0.0002224851, 0.0204212945, 3.35658260155E-05, 0.0013149794, 0.0019441145, 0.396317482, 0.787357688, 0.0002268967, 0.0061486247, 0.0010742466, 0.0005076523, 0.1677749008, 0.0369100831, 0.0061138216, 0.0018834844, 0.0476574376, 0.0048296298, 0.8804963231, 0.0297739916, 0.1653531492, 0.0008348949",Clean clothes/Shoes/shoes101.jpg
bottlenecks/Clean clothes/Shoes/shoes1217.jpg.txt,"0.2475036681, 0.1280743331, 0.0398958586, 0.0238628164, 0.389700681, 0.0960327089, 0.0113330372, 0.0026715952, 0.0112176668, 0.0199497417, 0.0082713133, 0.0021777141, 0.0011557211, 0.0020604108, 0.0109351045, 0.0051575592, 0.2089234293, 0.1202870756, 0.0556407683, 0.0151999518, 0.0602757186, 0.022697296, 0.0570422746, 0.1011321023, 0.0140623292, 0.0016955098, 0.0006162823, 0.0030566012, 0.001970636, 0.0015230677, 0.0008182498, 0.0157047603, 0.3193539083, 0.0003233972, 0.0024196142, 0.8004032373, 0.1778241843, 0.0147200041, 0.0018326802, 0.0024769146, 0.0367828459, 0.0426635295, 0.8949422836, 0.0185334682, 0.2675553262, 0.0580439791, 0.1511997432, 0.0042628227",Clean clothes/Shoes/shoes1217.jpg
bottlenecks/Clean clothes/Shoes/shoes848.jpg.txt,"0.0041544577, 0.0127158482, 0.6770479679, 0.142899856, 0.0960217044, 0.0076950691, 0.0213627741, 0.0007499531, 0.0023110122, 0.0031932564, 0.0043410975, 0.0081493063, 0.0157654788, 0.0007504647, 0.0023327698, 0.0005090257, 0.0191558413, 0.0149983959, 0.0824585035, 0.028272178, 0.0034972429, 0.0058249063, 0.0088784881, 0.000226612, 0.0001585228, 1.48651861309E-05, 4.94778541906E-05, 0.0005121791, 0.0010457743, 0.0006300791, 0.0091660013, 0.0015546051, 0.823556304, 0.0009650968, 0.5818746686, 0.0526624061, 0.0025284234, 0.0006342343, 0.2597817481, 0.1015533805, 0.0415546224, 0.03109915, 0.0387699343, 0.865496099, 0.9786803722, 0.0328567475, 0.0772174597, 0.0006558842",Clean clothes/Shoes/shoes848.jpg
bottlenecks/Clean clothes/Shoes/shoes25.jpg.txt,"0.0168549418, 0.0256869532, 0.4276147187, 0.1603366137, 0.1443823129, 0.0283930469, 0.1150607914, 0.0011755412, 0.0042834547, 0.0241361652, 0.0083518792, 0.0075981976, 0.0245254841, 0.0004370022, 0.0095157167, 0.0016470834, 0.1763956845, 0.3661992252, 0.0566957705, 0.1046644673, 0.009070009, 0.0134617398, 0.0346491598, 0.0006813295, 0.0022776958, 0.0013472358, 0.0007789622, 0.0005386412, 0.0030358981, 0.0002568341, 0.0034039181, 0.0097960038, 0.2167474478, 0.139816314, 0.0258892551, 0.2053849846, 0.0361260921, 0.1250490546, 0.1112617552, 0.3564724326, 0.0327345952, 0.0383477993, 0.1035318151, 0.0722831413, 0.6128637195, 0.1023838222, 0.2557130158, 0.0059734653",Clean clothes/Shoes/shoes25.jpg
bottlenecks/Clean clothes/Shoes/shoes641.jpg.txt,"0.002185524, 0.0141974231, 0.0738444626, 0.8142805099, 0.0135693029, 0.0069075325, 0.0116652474, 0.0004477044, 0.0014374172, 0.0039918986, 0.0027145294, 0.0074703544, 0.0407139435, 0.0012478675, 0.0049325926, 0.0003936559, 0.0293813888, 0.0355045423, 0.2073487788, 0.1009615138, 0.0060484661, 0.003689792, 0.0060424325, 0.0002418509, 0.0004583228, 0.0002362062, 0.0003239678, 0.000696206, 0.0034303775, 0.0001110099, 0.0033330284, 0.0038710879, 0.598320961, 0.0172551349, 0.0528534204, 0.0216945391, 0.0027527427, 0.001555262, 0.3483034074, 0.555585444, 0.0123761008, 0.0176846441, 0.0501863621, 0.349894762, 0.8002872467, 0.0219903197, 0.346639365, 0.0005559071",Clean clothes/Shoes/shoes641.jpg
bottlenecks/Clean clothes/Shoes/shoes1857.jpg.txt,"0.0282401145, 0.0019042449, 0.0085723195, 0.003275488, 0.0668431371, 0.0338636413, 0.8320586085, 0.0092007564, 0.0013100577, 0.0001125583, 0.0094297174, 0.0021924176, 0.0004542376, 0.0023880131, 8.20974601083E-05, 0.000072529, 0.6889846921, 0.0123994118, 0.0209654402, 0.0849062726, 0.0054239067, 0.0197790209, 0.0061708083, 4.38885354015E-06, 0.0187166035, 5.78374456381E-05, 0.000906529, 0.0010152695, 0.0004053835, 2.9747360486E-07, 7.11528400643E-08, 0.0026101947, 0.1376537234, 0.0257608984, 0.0018789475, 0.1960658729, 0.0345125645, 0.0738695487, 0.0085957656, 0.6593164206, 0.0244183671, 0.0027114642, 0.1713582575, 0.0478463992, 0.0039718058, 0.5588136315, 0.2002698332, 0.1162917018",Clean clothes/Shoes/shoes1857.jpg
bottlenecks/Clean clothes/Shoes/shoes1598.jpg.txt,"0.4319959581, 0.1006216705, 0.048679363, 0.0086583169, 0.120565556, 0.0220737047, 0.1001778468, 0.0062144231, 0.0439443998, 0.0162879582, 0.0296856351, 0.0155727733, 0.0374761522, 0.0010176362, 0.0065873489, 0.0104412939, 0.5439106226, 0.0917037576, 0.0179329067, 0.0662007257, 0.0254099052, 0.0375215635, 0.020548936, 0.0009127023, 0.0059618256, 5.27204356331E-05, 0.0036210993, 0.0365647748, 0.0025772629, 0.0003331664, 0.0043118633, 0.0026791322, 0.1397569478, 2.03167255677E-05, 0.0004989885, 0.8513459563, 0.1471518129, 0.0002169022, 9.3174916401E-05, 0.0006728746, 0.1605050415, 0.1779714227, 0.8907753825, 0.1395643651, 0.0416285917, 0.1704878062, 0.468111217, 0.0003830418",Clean clothes/Shoes/shoes1598.jpg
bottlenecks/Clean clothes/Shoes/shoes1606.jpg.txt,"0.0318512991, 0.0018991191, 0.0740343779, 0.0018890803, 0.0730409175, 0.0247850772, 0.7766068578, 0.0018188232, 0.0035436456, 0.0001574181, 0.0017838912, 0.0020854152, 0.0054249228, 0.0001156557, 0.000894201, 6.93194378982E-05, 0.4816209674, 0.0105132116, 0.0107155386, 0.0403080061, 0.006347131, 0.0121462122, 0.0118275899, 1.68522528838E-05, 0.0069290111, 1.53935270646E-05, 0.0001007131, 0.0006851493, 0.0012058064, 2.05845890378E-06, 0.000003972, 0.000714244, 0.4168481529, 0.0147617348, 0.0053247204, 0.6696493626, 0.0591882803, 0.0023378441, 0.0049070911, 0.2438309342, 0.0637801215, 0.0056004417, 0.4695015252, 0.2412632108, 0.0123578487, 0.4156624079, 0.6895151138, 0.0022252304",Clean clothes/Shoes/shoes1606.jpg
bottlenecks/Clean clothes/Shoes/shoes1200.jpg.txt,"0.0044207009, 0.0055547277, 0.4400066435, 0.0277317166, 0.0617585853, 0.0332010835, 0.3893550932, 0.0030164162, 0.001979254, 0.0046824887, 0.003073432, 0.0074656624, 0.0140137225, 0.0017726881, 0.0016742205, 0.0002935693, 0.4723591805, 0.0929875597, 0.0492087267, 0.0487979278, 0.0206683856, 0.0076595014, 0.0091444878, 0.000429866, 0.000331039, 0.0001661176, 0.000543569, 0.0037097025, 0.0017146915, 0.0004830667, 0.0026274165, 0.0022466134, 0.2869221568, 0.0422860831, 0.0119571481, 0.7482164502, 0.0343442895, 0.012621331, 0.0289186649, 0.1216560751, 0.0538918711, 0.0152066061, 0.3846630156, 0.1160909832, 0.0647275075, 0.1771506369, 0.4894320071, 0.0016533493",Clean clothes/Shoes/shoes1200.jpg
bottlenecks/Clean clothes/Shoes/shoes1456.jpg.txt,"0.7657785416, 0.0122852111, 0.0043687704, 0.0037534656, 0.0619625859, 0.0393970162, 0.0370381512, 0.0059453645, 0.0172148533, 0.004211077, 0.0016388203, 0.0024059904, 0.001786575, 0.0002389857, 0.001247953, 0.0407264791, 0.2116003484, 0.0376532264, 0.0612978227, 0.012711715, 0.0848037228, 0.085763827, 0.2999909222, 0.0430627912, 0.0230363216, 0.0006879258, 0.0007519968, 0.0645285919, 0.0028911333, 0.0002080835, 0.0027996888, 0.0023547837, 0.0658570901, 5.07177901454E-05, 0.0007691453, 0.8618218303, 0.1364979893, 0.0003280561, 0.0002777104, 0.0002545242, 0.0818906724, 0.0802125484, 0.9190739989, 0.040866103, 0.2761986256, 0.0761966258, 0.2137644142, 0.0006644812",Clean clothes/Shoes/shoes1456.jpg
bottlenecks/Clean clothes/Shoes/shoes1226.jpg.txt,"0.1181583554, 0.0741042048, 0.0603087358, 0.0361365825, 0.38617751, 0.1098925546, 0.0922776535, 0.0060445406, 0.0149707831, 0.065157488, 0.0137102315, 0.0031487357, 0.0028928695, 0.0015714464, 0.0078887148, 0.0075595384, 0.2889414132, 0.1196210831, 0.0409986079, 0.0176934358, 0.0945110992, 0.0254337005, 0.0811211988, 0.0200271104, 0.0062270984, 0.0006590012, 0.0004788076, 0.0038416844, 0.0025629224, 0.001752916, 0.0047746608, 0.0064471727, 0.2849081457, 0.0007746274, 0.0087032309, 0.9097270966, 0.0667727217, 0.0032239724, 0.0046336842, 0.0061647207, 0.0370139778, 0.1126052737, 0.6938793063, 0.0952129886, 0.2304329872, 0.0912143588, 0.3607178628, 0.0018520629",Clean clothes/Shoes/shoes1226.jpg
bottlenecks/Clean clothes/Shoes/shoes692.jpg.txt,"0.002825195, 0.0229888447, 0.3769025207, 0.5043592453, 0.025606202, 0.0056816982, 0.0108734155, 0.0006189568, 0.0015426864, 0.0034033437, 0.0041663027, 0.0117509626, 0.0238556061, 0.0029367518, 0.0017811656, 0.0007070327, 0.0102874357, 0.0061399415, 0.1216939017, 0.0593475029, 0.0048394501, 0.0033400115, 0.0083084498, 4.4543423428E-05, 0.0001425089, 1.18680954984E-05, 4.67746031063E-05, 0.0002933433, 0.0004485652, 0.0009466209, 0.0066620759, 0.0011296925, 0.7763172388, 0.0008749635, 0.7431745529, 0.0142467665, 0.0012610902, 0.0002114165, 0.1774982959, 0.0627328977, 0.0149591453, 0.0195443202, 0.0313064121, 0.9208467603, 0.8476700187, 0.0201796088, 0.1370232254, 0.0010770803",Clean clothes/Shoes/shoes692.jpg
bottlenecks/Clean clothes/Shoes/shoes184.jpg.txt,"0.0017981322, 0.0239891764, 0.0831344426, 0.8022720814, 0.0121223023, 0.0109831691, 0.0075477068, 0.0012367743, 0.0012961208, 0.0066579706, 0.0025237915, 0.0171164293, 0.0249046795, 0.0013877169, 0.0023771382, 0.0006524506, 0.013291019, 0.0115014827, 0.2473998517, 0.1177838519, 0.0065693916, 0.0024122079, 0.0062748194, 0.0001985429, 0.0002950113, 0.0001418466, 8.36925464682E-05, 0.0005793676, 0.0009330147, 0.000461737, 0.0073259566, 0.002024794, 0.5827234387, 0.0041922731, 0.0659012869, 0.0537985191, 0.0035436507, 0.0007211003, 0.7494058013, 0.1224373505, 0.0139181549, 0.0201302264, 0.0484646931, 0.231588915, 0.9217779636, 0.0149615137, 0.1262913495, 0.000485394",Clean clothes/Shoes/shoes184.jpg
bottlenecks/Clean clothes/Shoes/shoes96.jpg.txt,"0.0010714643, 0.0029403362, 0.7247281671, 0.0503600314, 0.0470871665, 0.0137278205, 0.1125338078, 0.0045361323, 0.0011286997, 0.0034592242, 0.0054223416, 0.007519769, 0.0218078233, 0.0033628086, 0.000138874, 0.0001755463, 0.068113178, 0.008033609, 0.0705501512, 0.085006915, 0.0031873526, 0.001239199, 0.0023389081, 2.87624498014E-05, 0.000489463, 0.0001973141, 0.0002561714, 0.0005114785, 0.0104621751, 6.72655150993E-05, 2.46017334575E-05, 0.0025373166, 0.74695611, 0.5618627667, 0.0023868694, 0.0256484579, 0.0047659781, 0.0029493303, 0.1300909072, 0.2722956836, 0.01681301, 0.0018227362, 0.0459005944, 0.0174615197, 0.3430798948, 0.0298200399, 0.4073612988, 0.0034371498",Clean clothes/Shoes/shoes96.jpg
bottlenecks/Clean clothes/Shoes/shoes519.jpg.txt,"0.0067392862, 0.0309178066, 0.0569350384, 0.7113324404, 0.0168318953, 0.0075068148, 0.0298306253, 0.0007340207, 0.0041555287, 0.0071024173, 0.008693859, 0.0322234929, 0.0493683815, 0.0015367498, 0.0284191351, 0.0076724724, 0.0143424105, 0.0585356504, 0.30061993, 0.1268519312, 0.0147027615, 0.0118025159, 0.0066106715, 0.0001511465, 0.0002884465, 8.47268893267E-05, 9.35648859013E-05, 0.0027903323, 0.0006967082, 0.001248899, 0.0145003162, 0.0053344346, 0.4413455129, 0.0007625696, 0.5824232697, 0.0496026985, 0.0015408385, 0.0011684997, 0.2426848561, 0.1218172386, 0.023198545, 0.0714143142, 0.0535997823, 0.8268846869, 0.8557383418, 0.0241537206, 0.1152552366, 0.0017085854",Clean clothes/Shoes/shoes519.jpg
bottlenecks/Clean clothes/Shoes/shoes667.jpg.txt,"0.0041387128, 0.0064964867, 0.2834161222, 0.5671802759, 0.0116661303, 0.0011436609, 0.0074993954, 0.0007465354, 0.0020924588, 0.0025080128, 0.0020292636, 0.0203725789, 0.0868314132, 0.0012143466, 0.0007097093, 0.0019547984, 0.0125761507, 0.0248902328, 0.2193771452, 0.0879056007, 0.0081051243, 0.0045544128, 0.0157702807, 0.0004594997, 0.000397156, 0.00034834, 0.0002558899, 0.001969116, 0.0111402245, 0.0021332498, 0.0090765329, 0.0080439216, 0.5929971337, 0.0686067939, 0.0954067335, 0.030017918, 0.0029748734, 0.0023524591, 0.6905886531, 0.1100526825, 0.015185426, 0.0064299512, 0.0202267207, 0.1932488233, 0.8348455429, 0.028762605, 0.321374625, 0.0015627549",Clean clothes/Shoes/shoes667.jpg
bottlenecks/Clean clothes/Shoes/shoes1582.jpg.txt,"0.007045758, 0.003771961, 0.5191819072, 0.0204907041, 0.012262132, 0.021052409, 0.0440327562, 0.0034558494, 0.0035207043, 0.00552106, 0.0161530841, 0.3317278624, 0.0036340107, 0.0061447048, 0.0017535787, 0.0002515444, 0.3854872882, 0.0161852669, 0.1741596311, 0.1504961103, 0.0436351523, 0.0058244821, 0.0058183586, 4.12075351051E-05, 0.0069443649, 0.0002642426, 0.0012786846, 0.020930741, 0.0014669022, 0.0003355289, 5.60147236683E-05, 0.003359539, 0.1837165058, 0.0053547877, 0.0722963959, 0.2602956891, 0.3407690823, 0.02862579, 0.034126576, 0.2585317492, 0.0204979777, 0.0025303299, 0.5238818526, 0.1937008351, 0.0401416421, 0.1629978418, 0.2224965096, 0.0072238571",Clean clothes/Shoes/shoes1582.jpg
bottlenecks/Clean clothes/Shoes/shoes1597.jpg.txt,"0.5400854349, 0.0021463269, 0.0019145489, 0.0004422498, 0.4429088533, 0.0023925859, 0.0025422231, 0.0023713736, 0.0017140413, 0.0008802772, 0.0014473634, 5.30966171937E-05, 0.0006192493, 0.0001529156, 0.0001342199, 0.0001952985, 0.1424228251, 0.0094222613, 0.0156955011, 0.0056661195, 0.038972985, 0.0031728824, 0.0028561428, 2.8246864531E-05, 0.029323414, 8.42879580887E-06, 0.0002745529, 0.0014341694, 0.0005338257, 2.76711361948E-05, 2.8459380701E-06, 0.0009939242, 0.7491642237, 5.57456878596E-05, 0.0009408714, 0.5702881813, 0.4273405969, 0.0004028111, 0.0005951999, 0.000376521, 0.0211886447, 0.0025347916, 0.8008964658, 0.0525445491, 0.1043696105, 0.0650806278, 0.0742825121, 0.0001252643",Clean clothes/Shoes/shoes1597.jpg
bottlenecks/Clean clothes/Shoes/shoes1926.jpg.txt,"0.0014858491, 0.0256181955, 0.0161901116, 0.8798291683, 0.0204901993, 0.0018877961, 0.0252800994, 0.0003391052, 0.0010375822, 0.0069683818, 0.0017442727, 0.0019235304, 0.0056064315, 0.0001925767, 0.0110199908, 0.0003867327, 0.22722058, 0.1572316289, 0.2078269422, 0.1041533723, 0.0299119242, 0.0043349052, 0.0194246862, 0.0013543281, 0.0007597382, 0.0005098584, 0.0004396222, 0.0009754077, 0.00262303, 9.88963729469E-05, 0.0069576283, 0.0071911351, 0.2289863229, 0.0762726218, 0.0915751532, 0.1964211911, 0.0057829912, 0.0211207625, 0.0531393699, 0.5556878448, 0.0159158669, 0.0913737491, 0.0790688246, 0.1902927309, 0.1289873421, 0.0621912107, 0.7560938001, 0.0109176915",Clean clothes/Shoes/shoes1926.jpg
bottlenecks/Clean clothes/Shoes/shoes123.jpg.txt,"0.0019216761, 0.0004977513, 0.5724162459, 0.0117441928, 0.2628225088, 0.0026678862, 0.1321333349, 0.0037694392, 0.0011036242, 0.0016796906, 0.0014286671, 0.0008968209, 0.0040696068, 0.0026744383, 0.000089989, 8.40128050186E-05, 0.0603331253, 0.0064597293, 0.0862782598, 0.0549406931, 0.0073999595, 0.0012834335, 0.0052066483, 1.27268276628E-05, 0.0023323609, 0.0001097389, 0.0002057823, 0.000138898, 0.0036956649, 6.75301125739E-05, 1.95334141608E-05, 0.0011298703, 0.7703860402, 0.5738713145, 0.006558205, 0.0929502845, 0.0216742158, 0.001393615, 0.1750151068, 0.1285372376, 0.070272781, 0.003707848, 0.0904915556, 0.2360420078, 0.1735921055, 0.1419607848, 0.2843000889, 0.0055320943",Clean clothes/Shoes/shoes123.jpg
bottlenecks/Clean clothes/Shoes/shoes16.jpg.txt,"0.0064205523, 0.0202132445, 0.1249857619, 0.4400451183, 0.2231173366, 0.0155694578, 0.0868936777, 0.0046631838, 0.0064185499, 0.0192590263, 0.0209748559, 0.0227410868, 0.0066518434, 0.0016032777, 0.0002982845, 0.0001447591, 0.1741832048, 0.0618150309, 0.0626793802, 0.0124549866, 0.0659364536, 0.0103735588, 0.1084355414, 0.0004069054, 0.0047151432, 0.0076037478, 0.0017930509, 0.0732956156, 0.0005927454, 7.97682878328E-05, 7.67378733144E-05, 0.05028373, 0.3652744889, 0.0139135392, 0.0008205312, 0.1169056445, 0.0226880144, 0.7554674149, 0.0035299158, 0.0866749734, 0.0488860495, 0.0128174555, 0.1305822581, 0.0243351199, 0.0315199271, 0.1142041832, 0.2312625349, 0.4803554714",Clean clothes/Shoes/shoes16.jpg
