,bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber,dir
2630,bottlenecks/Unlabelled Clothes/Shoes/shoes2642.jpg.txt,0.0116497623,0.0003025686,0.4785963893,0.0328360647,0.4047702253,0.0041643279,0.0200468935,0.001346894,0.0008217932,0.003058753,0.0005602596,0.0080338325,0.0317705497,0.0004692419,9.95154332485981E-05,0.0014729445,0.5792629719,0.0044107419,0.0960929394,0.0403327011,0.036067158,0.0252721664,0.0626428202,0.0006335811,0.0012159718,0.0004367767,0.0004209088,0.0021978288,0.0120221451,0.0004957201,2.18505119846668E-05,0.0008807962,0.137592867,0.2706705034,0.0458068177,0.1466634423,0.2447315156,0.0033796129,0.1428781897,0.1458699256,0.0502958484,0.0091308691,0.2392463386,0.2156569213,0.1311012655,0.0554528125,0.3351067007,0.0014563132,Unlabelled Clothes/Shoes/shoes2642.jpg
2631,bottlenecks/Unlabelled Clothes/Shoes/shoes2618.jpg.txt,0.002803134,0.0004558698,0.0148264719,0.8344067335,0.0014541927,8.52483281050809E-05,0.0004932152,6.19053171249106E-05,0.0004124836,0.0009368187,0.0007699424,0.0019548922,0.1407461911,9.55073046498001E-05,0.0003468571,0.0001505972,0.0053310948,0.0004674575,0.1181730703,0.0746317357,0.0007494464,0.0013663626,0.0073071695,2.39177697949344E-05,0.0001505377,2.78084644378396E-05,4.06406479669386E-06,0.0001137008,0.0002536481,4.25465395892388E-06,4.90956199428183E-06,0.0001255167,0.7912653089,0.0017460741,0.7131972909,0.0159352645,0.0013623347,0.0009186494,0.1702529341,0.0965874195,0.0152262542,0.0114102624,0.0056459606,0.9821338058,0.940695405,0.0112096081,0.2480659485,0.0006435381,Unlabelled Clothes/Shoes/shoes2618.jpg
2632,bottlenecks/Unlabelled Clothes/Shoes/shoes2124.jpg.txt,0.0002102187,2.77069393632701E-05,0.292709291,0.6670642495,0.0188036337,0.0003717477,0.0016658,9.65158178587444E-05,0.0001742224,0.0062506143,0.0002148977,0.0001910796,0.0117925424,0.0003477337,1.47271668993199E-06,7.82278584665619E-05,0.0586418733,5.89201918046456E-05,0.1317661256,0.0552822128,0.0076595424,0.0025364168,0.0065781055,5.4757870202593E-06,2.46773197432049E-05,0.0002363173,0.000045889,0.0001120379,0.0023438341,2.74908234132454E-06,1.54152715481359E-07,0.0012487075,0.7334569693,0.3909454942,0.0022646263,0.001993781,0.0003735915,0.0003277372,0.578298986,0.0257957894,0.064049609,0.0032228075,0.0058856001,0.0895890966,0.9270359278,0.0082639037,0.1053745374,0.0007919009,Unlabelled Clothes/Shoes/shoes2124.jpg
2633,bottlenecks/Unlabelled Clothes/Shoes/shoes2115.jpg.txt,0.374691546,0.0003700974,0.3313750327,0.1181788072,0.0314114392,0.0002197601,0.1039030179,0.000014917,0.0015877956,0.0043747621,0.0011514837,0.0078702504,0.0067919604,0.0179988127,4.11337605328299E-05,1.91253257071367E-05,0.0135609088,1.13827093173313E-06,0.2592802942,0.0489240885,0.0020605,0.0048061595,0.2601241469,0.0005220602,0.007081497,6.34873213130049E-05,0.0002569678,0.0006494502,7.26192592992447E-05,3.26894800117827E-09,2.07243819327907E-10,0.0018956591,0.4007010758,0.0184179749,0.0065918253,0.0999398902,0.0535243526,0.6205118895,0.0787739381,0.1222401932,0.0944563821,0.0013462226,0.0708220974,0.3264881968,0.3068223298,0.0251487158,0.0093895253,0.7368975282,Unlabelled Clothes/Shoes/shoes2115.jpg
2634,bottlenecks/Unlabelled Clothes/Shoes/shoes673.jpg.txt,0.0277235042,0.0008483994,0.2791779637,0.0027275865,0.0959666595,0.1680212766,0.0251611322,0.0056411698,0.068441093,0.1350120157,0.0056481194,0.0381826684,0.0165834501,0.0088961897,0.0046907277,0.1172780246,0.8795456886,7.53114800318144E-05,0.00288515,0.0028642856,0.0038537919,0.0105119357,0.0701528788,0.0059202225,0.0115160169,1.07038231362822E-05,0.0001534487,0.0090667643,0.0004794841,1.11896451926441E-05,0.000001059,0.0005112559,0.0024409103,6.51013851893367E-06,7.61437913752161E-05,0.0664719567,0.9332830906,0.000109038,3.08848967733866E-07,5.2959134336561E-05,0.0132780299,0.0694967434,0.9536628127,0.2977562845,0.0008939404,0.2727944851,0.4278306961,0.0007485538,Unlabelled Clothes/Shoes/shoes673.jpg
2635,bottlenecks/Unlabelled Clothes/Shoes/shoes2680.jpg.txt,0.0003662224,0.000395279,0.4071252644,0.4664987326,0.0032262765,0.0002356044,0.0047269179,0.0002908732,0.0001376339,0.0014000366,0.0001280939,0.0041539716,0.1086383387,0.0011267444,0.0001577513,0.0013923446,0.0118596209,0.0002935533,0.028004393,0.1685657352,0.0013611816,0.0014283785,0.0037958964,8.40348438941874E-05,1.10053997559589E-05,6.20505743427202E-05,1.40024822030682E-05,2.36741325352341E-05,0.0028069578,0.0004166123,7.05731072230264E-05,0.0003212085,0.7808811665,0.4725782275,0.0063049733,0.0028217076,0.0009346164,6.65748011670075E-05,0.4937742949,0.0235195793,0.0156201478,0.0045805993,0.0131778345,0.2578628659,0.9671276808,0.0063078846,0.1656851918,0.0001219479,Unlabelled Clothes/Shoes/shoes2680.jpg
2636,bottlenecks/Unlabelled Clothes/Shoes/shoes1308.jpg.txt,0.0038341426,0.000076198,0.9353978038,0.0116991475,0.030449627,0.0002549337,0.0094473492,0.0003912988,0.0002172564,0.0006818195,0.0001634853,0.0006433856,0.0058868765,0.0003037506,9.1861647888436E-06,0.0005438386,0.0898092538,0.0001204372,0.0101359179,0.0199293215,0.0055818758,0.0010056368,0.0386781804,4.36567142969579E-06,0.0006511563,1.10497576315538E-05,6.35711985523812E-05,0.0002947595,0.0001222576,2.63064680439129E-06,1.28534711762995E-08,0.0003205369,0.8332690597,0.0704499483,0.0867787674,0.7203233242,0.0286688283,0.0043884199,0.0398964025,0.0494943485,0.1289489865,0.0016302507,0.1267164648,0.3903780282,0.3712453544,0.0939127505,0.0939545408,0.0051150224,Unlabelled Clothes/Shoes/shoes1308.jpg
2637,bottlenecks/Unlabelled Clothes/Shoes/shoes1155.jpg.txt,0.0007264747,7.29837711332948E-06,0.7670091987,0.063555114,0.0626398027,0.0053576315,0.0290260632,6.74145194352604E-05,0.0004393054,0.002858256,0.0009062403,0.0014338879,0.0640370175,0.0015833384,0.000005827,0.0003470446,0.3895791173,5.84943481953815E-05,0.0390632115,0.0252831671,0.0006669541,0.0018943874,0.0231506135,1.26525219457108E-05,0.0002449096,1.7226211639354E-05,4.8885412979871E-05,0.0001357195,0.0003040868,2.21219193008437E-06,4.03786124536509E-08,0.0004839269,0.5190542936,0.8193685412,0.0128280111,0.020872904,0.0067312405,0.0049424777,0.0542852581,0.0809715614,0.0203061644,0.002420529,0.0933723226,0.028825352,0.4870419502,0.0246722214,0.1087113544,0.0441166647,Unlabelled Clothes/Shoes/shoes1155.jpg
2638,bottlenecks/Unlabelled Clothes/Shoes/shoes2166.jpg.txt,0.0739637837,0.004026555,0.292023778,0.1143976077,0.1971631944,0.0034568789,0.0380324088,0.0023480249,0.0252112858,0.1972441375,0.0013215868,0.0163627099,0.0226260461,0.0003431486,0.0016866371,0.009792191,0.5763354301,0.0002390635,0.0469775721,0.0223311689,0.1130538285,0.0067004161,0.0556297749,0.0223592129,0.0048766951,0.0009761715,0.0004968177,0.0018411705,0.0007067579,1.84225409611827E-05,4.77690991829149E-06,0.0010410047,0.1464116573,0.0010746196,0.0084141502,0.742364943,0.2413262278,0.0033152646,0.0001059337,0.0033988266,0.0984701961,0.0350591652,0.7193065286,0.3710566461,0.0221503153,0.1283733845,0.277178973,0.0015492943,Unlabelled Clothes/Shoes/shoes2166.jpg
2639,bottlenecks/Unlabelled Clothes/Shoes/shoes1034.jpg.txt,0.0045703766,7.06150603946298E-05,0.8645605445,0.0011683003,0.1107098609,0.001849388,0.015431731,2.50267039518803E-05,0.0012223731,1.97477056644857E-05,0.0001435607,0.0001364937,3.75731870008167E-05,2.05957130674506E-05,1.82872668119671E-06,3.19211430905852E-05,0.8461400867,0.000004011,0.0329161882,0.0006255145,0.0026943577,0.0748940557,0.0171024613,7.52437554183416E-05,0.0004823044,6.49278263153974E-06,0.0001110634,0.000090809,2.0414427126525E-05,6.46547064775405E-08,1.91920201952911E-10,0.0001670541,0.0246698447,0.0008105959,0.0093142455,0.5714792013,0.3447462022,0.056685023,0.0104423054,0.0065223966,0.1682371944,0.003009761,0.5559806824,0.2176577449,0.0945576504,0.1772801131,0.0177214928,0.0185542926,Unlabelled Clothes/Shoes/shoes1034.jpg
2640,bottlenecks/Unlabelled Clothes/Shoes/shoes1564.jpg.txt,0.0025007233,0.0009633693,0.7088630795,0.0684901327,0.10059423,0.0050801234,0.0164730456,0.0187514722,0.0051608668,0.0542679541,0.0006999443,0.0039865412,0.0057029813,0.0056219129,0.0003666227,0.0024769928,0.3641780019,0.0018608978,0.0781586468,0.0335021392,0.2171103805,0.0051019052,0.0238140877,0.0074938815,0.0007789484,0.0001062109,0.0008460316,0.0005419365,0.0118400678,0.0026001495,0.000042165,0.0015152111,0.2505092919,0.0138937095,0.0247969311,0.4535070956,0.4922359884,0.0003300261,0.0056956331,0.009540569,0.0403028764,0.0074701374,0.5308851004,0.1598411202,0.067979984,0.0270520337,0.2780918479,0.0003242856,Unlabelled Clothes/Shoes/shoes1564.jpg
2641,bottlenecks/Unlabelled Clothes/Shoes/shoes1179.jpg.txt,0.0014798287,0.0047735013,0.3554843366,0.5599236488,0.020144308,0.0019387432,0.0077188471,0.0001768811,0.0007609852,0.0012959817,0.0057569882,0.0052356054,0.0290835463,0.0021336724,0.0035825081,0.0005106055,0.0051610931,0.0022940829,0.0605515875,0.1844597757,0.0024022164,0.0075037526,0.0050779171,2.57309457083466E-05,5.68839386687614E-05,2.19711364479735E-05,1.22433293654467E-05,0.000123848,0.0002010846,0.0004753486,0.0005530111,0.0003810647,0.7306983471,0.0004347378,0.834961772,0.0072195507,0.0004116301,0.0001445221,0.1320122629,0.0248154253,0.0185037497,0.0161678772,0.0188048612,0.959813416,0.9923589826,0.0122893266,0.0423792563,0.0005329425,Unlabelled Clothes/Shoes/shoes1179.jpg
2642,bottlenecks/Unlabelled Clothes/Shoes/shoes3159.jpg.txt,0.1169562638,0.0124389511,0.3002774119,0.3411953151,0.1130162776,0.0007892426,0.038556926,0.0008539996,0.0015527991,0.0045495131,0.0089349784,0.0022437056,0.0507184118,0.000310077,0.0012172575,0.0063889432,0.2296000719,0.0003529315,0.0258818381,0.3015300333,0.0070348508,0.0038638157,0.0361732803,9.45397550822236E-05,0.0018391486,0.0005337003,0.0002446629,0.0001045496,0.0010236067,1.28072292682191E-06,1.94091114735784E-07,0.001959841,0.3897616565,0.549480617,0.0071903635,0.0637733638,0.0104355104,0.1849313676,0.0504395515,0.1337492019,0.0087545244,0.0058543328,0.0290629398,0.0159756038,0.428961724,0.045642782,0.1588469595,0.1117504835,Unlabelled Clothes/Shoes/shoes3159.jpg
2643,bottlenecks/Unlabelled Clothes/Shoes/shoes1698.jpg.txt,0.0103055183,0.0012835311,0.2583398521,0.0100217965,0.0511239953,0.0362788104,0.0691097304,0.0082279593,0.0774935633,0.019644117,0.005575866,0.2795841694,0.0327507593,0.0314681232,0.0032712489,0.1055209041,0.6983026862,0.0002537428,0.0908966586,0.0040890235,0.0705281645,0.0193563309,0.0446533263,0.0072503621,0.0062656072,0.0001004518,0.0028013724,0.0391401984,0.0028797432,0.0016177392,6.86521786974481E-07,0.002453655,0.0094102751,0.000227451,0.00177605,0.3169051707,0.6791856289,0.0014295066,8.41868240968324E-05,0.0003920878,0.0529891662,0.0403862223,0.9658125043,0.1246633381,0.0124358954,0.1423127502,0.3143240213,0.0114881992,Unlabelled Clothes/Shoes/shoes1698.jpg
2644,bottlenecks/Unlabelled Clothes/Shoes/shoes2338.jpg.txt,0.5382509232,0.1096734926,0.02732094,0.1025141031,0.1407667696,0.0046245335,0.0046259975,0.0004763068,0.0070116445,0.0055690268,0.0014652461,0.0342980996,0.0099273687,0.0019084042,0.0011642047,0.0104029262,0.4575684965,0.0003252163,0.0239397381,0.0082208058,0.2647027969,0.0548283011,0.0401780494,0.0288878363,0.0127084935,0.0079643903,0.0002818206,0.0087170787,0.0021919687,2.18206150748301E-05,5.10060772285215E-07,0.0024817081,0.0869809762,0.0002157782,0.0127087031,0.4661860466,0.4961911738,0.0156296697,0.0029298447,0.0061388025,0.0937347636,0.0229717158,0.7326214314,0.1089109629,0.4051272273,0.1049919873,0.1078004688,0.002926338,Unlabelled Clothes/Shoes/shoes2338.jpg
2645,bottlenecks/Unlabelled Clothes/Shoes/shoes2653.jpg.txt,0.5320938826,0.0060137184,0.0574769489,0.1243877336,0.0538893566,0.0741042793,0.1147957295,0.0031422984,0.0132112401,0.0012823766,0.0009251217,0.0056653004,0.0018131788,0.0056003258,9.03261170606129E-05,0.0055082031,0.3042756319,5.01532940688776E-06,0.1006961986,0.0098513262,0.1755199581,0.1381245106,0.2275409102,0.0006390822,0.0076575344,0.0002675439,0.0006143512,0.0003135276,0.0001183767,1.97316989414276E-08,3.35018164321355E-08,0.000333271,0.0340427086,0.0006583826,0.0208640713,0.8173627853,0.0514527559,0.0872566625,0.0047888672,0.0176165178,0.0275252666,0.0024314171,0.6627053618,0.3244304061,0.0530909076,0.3411147296,0.0706039071,0.3519775867,Unlabelled Clothes/Shoes/shoes2653.jpg
2646,bottlenecks/Unlabelled Clothes/Shoes/shoes783.jpg.txt,0.0367888883,0.0400158577,0.0112418132,0.0780527443,0.800830245,0.0010790991,0.0060833436,0.00021766,0.0019978755,0.00276052,0.0095804241,0.0053648157,0.0045974567,1.71349020092748E-05,0.0004273353,0.0009446462,0.8431265354,0.0001188369,0.0033086177,0.0049441936,0.0153435981,0.0033909045,0.0161776878,0.0005603397,0.0094071906,0.001255938,0.0001024361,0.0007656519,0.0002615492,2.52375184572884E-06,4.52475148904341E-07,0.0024321764,0.0988013744,0.0162177552,0.0061933482,0.2390697747,0.278213352,0.3988262713,0.0010333746,0.060446132,0.0235262737,0.0822438374,0.3110226393,0.383240819,0.0521462038,0.3517384231,0.6047817469,0.1272253096,Unlabelled Clothes/Shoes/shoes783.jpg
2647,bottlenecks/Unlabelled Clothes/Shoes/shoes1896.jpg.txt,0.0022089321,9.95356458588503E-06,0.7193258405,0.0390863195,0.2009178251,0.0019393598,0.0145684322,9.90331100183539E-05,0.000225499,0.0008225812,0.000213372,0.0002818555,0.0122889671,0.0078906482,1.59241153596668E-05,0.0001054453,0.5861353278,1.71603005583165E-05,0.2545579076,0.0107600056,0.0030052827,0.0033974436,0.0202495065,1.36252137963311E-05,0.0001658552,1.60597537615104E-05,0.000109088,0.0001272986,0.0019697342,2.99823864224891E-06,3.47795259258987E-09,0.001563474,0.1179091558,0.5024520755,0.0019632783,0.0654692575,0.3202803731,0.0017117518,0.0877678543,0.0203553066,0.0095157335,0.000575577,0.1389420629,0.0441792943,0.046752397,0.097849071,0.0420553945,0.0024733371,Unlabelled Clothes/Shoes/shoes1896.jpg
2648,bottlenecks/Unlabelled Clothes/Shoes/shoes338.jpg.txt,0.0009350038,0.0002393961,0.5961616039,0.303455323,0.0257846303,0.0008927882,0.0430046767,0.0002919123,0.0005167096,0.0053172,0.0005630584,0.0013001226,0.0160080809,0.0046170335,0.0001769681,0.0007354886,0.0815856084,0.0003785899,0.0298516694,0.0367639661,0.0040947078,0.0005064196,0.0010080063,3.33862117258832E-05,0.000028567,8.75216646818444E-05,4.7200435801642E-05,1.84485234058229E-05,0.0034229374,1.06096367744613E-05,1.9665967556648E-06,0.0005273085,0.841633141,0.8499759436,0.0006293692,0.0011614963,0.0002679639,0.000266892,0.1343973577,0.013301041,0.0079419678,0.0032969569,0.0304704122,0.0611915514,0.8166730404,0.0095487591,0.092260994,0.0070691817,Unlabelled Clothes/Shoes/shoes338.jpg
2649,bottlenecks/Unlabelled Clothes/Shoes/shoes1334.jpg.txt,0.0002661971,0.0001167274,0.0673375055,0.8370947242,0.0143967336,0.0004619738,0.0009247056,5.21505644428544E-05,7.22446930012666E-05,0.0017915359,0.0005098899,0.0008076002,0.0747751892,0.0008216538,0.0003516387,0.0002195491,0.1397228539,0.0001704348,0.2950531542,0.2534593642,0.0035824659,0.0016263805,0.010517817,7.65957520343363E-06,9.35131756705232E-05,8.94810873433016E-05,8.42987792566419E-05,3.88533044315409E-05,0.000389061,5.28519967701868E-06,9.99394728751213E-07,0.0006995316,0.2944588959,0.9534058571,0.0039069136,0.0067679938,0.0009257921,0.0001862241,0.0073936237,0.0274135713,0.0147434706,0.0281135105,0.0093567343,0.1971661896,0.2973806858,0.0252564382,0.2050529569,0.0007319315,Unlabelled Clothes/Shoes/shoes1334.jpg
2650,bottlenecks/Unlabelled Clothes/Shoes/shoes2252.jpg.txt,0.0005641957,0.0020718116,0.3095169365,0.6363458633,0.0277938154,0.0023628643,0.002332238,0.0001497363,0.0002249888,0.0043278136,0.0025195403,0.0019736004,0.0063195792,0.0017130462,0.0016289962,0.00015496,0.0127072567,0.0083148992,0.1917556971,0.0665593296,0.0046290611,0.002651246,0.0031736954,8.42867957544513E-05,0.000067531,7.00258460710756E-05,0.000099168,0.00008899,0.0007648838,0.0007636087,0.0001598577,0.0006622128,0.7074481845,0.0463728011,0.1124946773,0.0401475132,0.0051144892,0.0020938718,0.5143387318,0.2794378698,0.0260789618,0.0327775031,0.0246913843,0.552557826,0.9652490616,0.0108973458,0.10609065,0.0015351928,Unlabelled Clothes/Shoes/shoes2252.jpg
2651,bottlenecks/Unlabelled Clothes/Shoes/shoes2565.jpg.txt,0.7896594405,0.0017805187,0.0301692132,0.0236807819,0.0977096334,0.0026592992,0.0117957424,2.08973469852936E-05,0.0027148738,0.0051572341,0.0006526306,0.0067251814,0.001528349,0.000184882,0.0002250313,0.0253363717,0.8757712245,1.18326661322499E-05,0.0010424303,0.0050713038,0.0087129716,0.012720177,0.077953063,0.0002181831,0.001657896,0.0002808594,3.04832101392094E-05,0.0065872408,0.0001144864,3.95947068909663E-07,1.06241259345552E-07,0.0006092942,0.0092180027,0.000114032,0.0032547424,0.9646965861,0.0274048317,0.0034619931,0.0004926972,0.0005751688,0.0643491298,0.023185594,0.8830470443,0.1171927229,0.2456540167,0.2950562835,0.083065033,0.0017949175,Unlabelled Clothes/Shoes/shoes2565.jpg
2652,bottlenecks/Unlabelled Clothes/Shoes/shoes1914.jpg.txt,0.0008166089,0.0004111399,0.656460166,0.2798030376,0.0070299623,0.000697072,0.0078454521,0.0002341242,0.0002698644,0.0014066703,0.0001783906,0.0028015696,0.0393705405,0.001136202,0.000140177,0.0013990198,0.0368525758,0.0017087291,0.040657647,0.2165304571,0.0012861725,0.0037691065,0.0049653924,0.0002013793,1.52944267028943E-05,0.0001213122,5.72575008845888E-05,9.75802395259962E-05,0.012380478,0.0007499921,0.000140595,0.0007030221,0.6797630191,0.411586374,0.0115118762,0.009489553,0.0067082481,8.10388519312255E-05,0.5351118445,0.0255110562,0.0101910448,0.0140612805,0.01915076,0.2438764125,0.9309027791,0.0098114805,0.1309144646,0.0001493789,Unlabelled Clothes/Shoes/shoes1914.jpg
2653,bottlenecks/Unlabelled Clothes/Shoes/shoes3229.jpg.txt,0.112668775,0.0011347443,0.0330629647,0.7506148815,0.0073598996,0.00154907,0.0031563286,5.28797791048419E-05,0.0004314084,0.0007207644,0.0004309736,0.0019476967,0.0864303261,3.3855190849863E-05,0.0001668609,0.0002384462,0.0022671763,4.43195460775314E-07,0.1233130991,0.1144640893,0.0008072938,0.0005960159,0.0004259199,3.10153081954922E-05,0.0003720125,8.57065060699824E-07,0.000001799,5.06025426147971E-05,2.82658129435731E-05,2.24013962935032E-09,4.70582392497754E-11,0.0003290382,0.7573123574,0.001769898,0.3775215447,0.0530858748,0.0556589961,0.3786694407,0.0874758959,0.0458183251,0.0320959948,0.0011380143,0.3523161411,0.4788981676,0.0251207966,0.0808601752,0.0103224525,0.065993689,Unlabelled Clothes/Shoes/shoes3229.jpg
2654,bottlenecks/Unlabelled Clothes/Shoes/shoes104.jpg.txt,0.0089101093,0.0014963985,0.5191252232,0.045954302,0.1440024078,0.024849847,0.0315457135,0.0440001823,0.0283815004,0.0573586896,0.0022664217,0.0098189805,0.0087041305,0.0178055856,0.0019958043,0.0537847728,0.5855002403,0.0045571784,0.0707256049,0.0041130157,0.1388412863,0.0157714356,0.0926036611,0.0358563848,0.0013519906,8.03722577984445E-05,0.0021655627,0.0071765585,0.0246874392,0.0050615254,6.89138832967728E-05,0.0029378352,0.0085010538,0.0002546152,0.0039010213,0.1397074014,0.8556582332,6.70580775476992E-05,0.0001348433,0.0002767651,0.1462594569,0.0676919445,0.9279493093,0.1779908091,0.0272917394,0.0197598133,0.2768413424,0.0004043215,Unlabelled Clothes/Shoes/shoes104.jpg
2655,bottlenecks/Unlabelled Clothes/Shoes/shoes2679.jpg.txt,0.0238623302,0.0001992554,0.0008332682,0.0065900879,0.0099736806,0.8881238103,0.0263603386,0.0017889772,0.002808165,4.53998691227753E-05,0.0006532056,0.0328832939,0.0003158338,0.0051799649,0.0002738707,0.000108491,0.7163859606,0.0003279808,0.0291767213,0.0079115815,0.0110070398,0.0334246568,0.106462732,0.0094047822,0.001314779,1.38063996928395E-05,0.0001670964,0.0003828824,0.0012669219,7.06375715253671E-07,1.66208366181309E-07,0.0005081102,0.0822440982,0.0001938932,0.0226369314,0.1855977327,0.6829535365,0.0358913764,0.0004327395,0.0722938851,0.0041149892,0.049275063,0.8597335815,0.143814072,0.0018745129,0.600338757,0.4194213748,0.0100105032,Unlabelled Clothes/Shoes/shoes2679.jpg
2656,bottlenecks/Unlabelled Clothes/Shoes/shoes224.jpg.txt,0.0041385507,6.96421739121433E-06,0.1500688791,0.0049794405,0.8081752062,0.0022485661,0.0258303508,0.0001577099,0.0004461782,0.0007005784,0.0003413614,0.0002043263,0.0022480041,0.0003251567,1.13123815026484E-06,0.0001274985,0.7788153291,2.43947806666256E-06,0.0261522196,0.0047051241,0.0068191537,0.0066263345,0.0788208842,1.45787616929738E-05,0.0001221715,0.000015065,8.79386279848404E-05,0.0001044678,0.0001188562,5.16459124355606E-08,9.01225816196671E-10,0.0002376037,0.0973578319,0.4603443444,0.0032932581,0.1524654776,0.2430694103,0.0987468064,0.0305841323,0.0114964917,0.0754055381,0.000924582,0.2761220634,0.050968729,0.0125423213,0.1933190972,0.0683220103,0.0530597977,Unlabelled Clothes/Shoes/shoes224.jpg
2657,bottlenecks/Unlabelled Clothes/Shoes/shoes2552.jpg.txt,0.0016988865,0.0006586824,0.5973309875,0.0219055749,0.1692173779,0.0499609932,0.0125948815,0.0133131985,0.0115992576,0.0349127017,0.0006409413,0.0064377971,0.0119670872,0.0548769161,0.001918641,0.0109661324,0.6107766628,0.0027986267,0.0241564531,0.0320057906,0.1585955024,0.0355829261,0.0605393313,0.0173665714,0.0002130173,2.33535956795095E-05,0.001526892,0.0056489031,0.018918993,0.0225651842,7.43107739253901E-05,0.0015017717,0.0077057346,0.0003597373,0.0165892132,0.1602002084,0.8178918362,7.88616816862486E-05,0.0004256121,0.0044544446,0.0439244509,0.0239555743,0.9582469463,0.4247244298,0.0152782574,0.0240564849,0.3768680096,0.0006093273,Unlabelled Clothes/Shoes/shoes2552.jpg
2658,bottlenecks/Unlabelled Clothes/Shoes/shoes1437.jpg.txt,0.0466981642,0.0248857122,0.0087636085,0.0084108477,0.0329485759,0.193552494,0.0072299386,0.0215002913,0.0965208709,0.0160430092,0.0013168561,0.3984092772,0.0118649295,0.004706718,0.0143351918,0.1128134727,0.1518494934,0.0007184878,0.2523054183,0.006106717,0.0141917625,0.092411235,0.1072247177,0.0494913794,0.0205954481,6.74487382639199E-05,0.0002128223,0.0005593193,0.0034021568,0.0001166676,1.36478620333946E-05,0.0009791523,0.2997542024,2.78797633654904E-05,0.1706100255,0.2817626595,0.5434497595,0.0011300101,0.0001798638,0.0028398144,0.1710335165,0.0167710725,0.5232568979,0.9165348411,0.0175065715,0.3046174049,0.621992588,0.001447956,Unlabelled Clothes/Shoes/shoes1437.jpg
2659,bottlenecks/Unlabelled Clothes/Shoes/shoes2211.jpg.txt,0.0068949866,7.21612523193471E-05,0.0166979395,0.0582780354,0.8957263231,0.000453634,0.0082723508,4.64774639112875E-05,7.58687892812304E-05,0.0014258737,0.0006469063,0.0006477293,0.010662429,3.71032947441563E-05,2.50067078013672E-05,3.70688467228319E-05,0.7440961599,2.41618727159221E-05,0.0707185715,0.0406973287,0.0029505237,0.0081315283,0.076738134,1.06635379779618E-05,0.0007566964,0.0002313313,0.0001688485,0.0009321079,0.0003049519,1.93186750152563E-07,1.24124854838925E-09,0.0013441996,0.0528945401,0.4512522519,0.0110780708,0.0536374785,0.0474522673,0.1710222512,0.1013220176,0.1642356664,0.1420843303,0.0058818967,0.1406270862,0.2071710974,0.0053311386,0.2107433528,0.4709434211,0.22364977,Unlabelled Clothes/Shoes/shoes2211.jpg
2660,bottlenecks/Unlabelled Clothes/Shoes/shoes2993.jpg.txt,0.0009574996,0.006199298,0.0005179789,0.9704966545,0.001529802,0.0003350214,0.000495242,3.86675346817356E-05,0.000620869,0.0052440264,0.00058873,0.0018769454,0.0052957255,0.000056798,0.0046573239,0.0010894268,0.1758657843,0.0008384393,0.0337992571,0.6436049342,0.0195998903,0.0234397147,0.0099697206,0.001922867,0.0008914549,0.0020042956,0.000175627,0.0003386781,0.001113932,0.0006079316,5.73640645598061E-05,0.0043170257,0.0814530626,0.0129525997,0.0294537265,0.8635911345,0.0540138632,0.0059155058,0.0100997062,0.0239734426,0.024857223,0.1018657386,0.2672155201,0.3109570742,0.2179164588,0.0201727841,0.2966835201,0.0005656174,Unlabelled Clothes/Shoes/shoes2993.jpg
2661,bottlenecks/Unlabelled Clothes/Shoes/shoes249.jpg.txt,0.0010167222,0.0003273241,0.0739440024,0.789249897,0.0300572105,0.0011168522,0.0048672473,0.0002990355,0.0004749805,0.0080572106,0.0007216636,0.0032019857,0.0847971663,0.0012756434,0.0002267089,0.0003663367,0.1955075115,0.0014266183,0.1950158179,0.062062867,0.0034714816,0.0017225157,0.0118100801,0.000068283,0.0002220743,0.0004805459,0.0002862086,0.000049785,0.002291769,1.11346671474166E-05,1.3877994433642E-06,0.0013907853,0.5241811275,0.9591043591,0.0009924624,0.0020970539,0.0008131382,0.0006195328,0.0173802916,0.0189932082,0.0099871997,0.0075890692,0.0164361857,0.0625401437,0.4470903575,0.0232153591,0.3482750356,0.0107018473,Unlabelled Clothes/Shoes/shoes249.jpg
